attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,772223,0.004,121610,0.030,288512,0.016,63672,0.041,158489,0.024,139940,0.025
sexMale,375642,0.013,45730,0.051,136884,0.027,23690,0.071,92496,0.034,76843,0.036
sexFemale,396581,0.013,75880,0.038,151628,0.025,39983,0.053,65993,0.040,63097,0.039
age25_44,271493,0.018,28247,0.068,92241,0.035,23613,0.072,52041,0.046,75351,0.035
age45_64,290368,0.016,43023,0.052,112398,0.030,22808,0.070,66549,0.040,45589,0.047
age65+,210362,0.020,50340,0.046,83873,0.035,17251,0.080,39899,0.052,19000,0.073
citizenSwiss,646632,0.007,80025,0.036,261623,0.018,48926,0.047,147026,0.025,109033,0.029
citizenUE28_AELE,77068,0.038,19205,0.079,18424,0.081,9220,0.118,8807,0.115,21413,0.069
citizenOtherEuropeanCountries,22055,0.079,10556,0.117,3998,0.186,3085,0.210,1207,0.340,3210,0.194
citizenOtherWorldwideCountries,26345,0.070,11786,0.106,4451,0.174,2374,0.243,1449,0.294,6284,0.138
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,566489,0.008,63796,0.041,237317,0.019,39388,0.052,134733,0.027,91255,0.032
migratoryBackgroundSwissWith,76321,0.037,15385,0.086,22758,0.071,9318,0.109,11620,0.098,17239,0.077
migratoryBackgroundFirstGeneration,116640,0.031,39733,0.057,22700,0.075,14202,0.096,10022,0.110,29983,0.059
migratoryBackgroundSecondGenerationAndMore,8173,0.122,1336,0.318,4068,0.174,496,0.487,1373,0.293,900,0.356
migratoryBackgroundUnknown,4601,0.162,1361,0.305,1670,0.266,268,0.692,740,0.396,562,0.464
labourMarketEmployedPersons,480074,0.011,46735,0.050,176197,0.023,37037,0.055,109609,0.030,110495,0.028
labourMarketUnemployedPersons,20289,0.078,5181,0.161,6947,0.133,2026,0.253,2279,0.230,3857,0.174
labourMarketPersonsWithoutProfessionalActivity,271860,0.017,69694,0.040,105367,0.031,24610,0.067,46601,0.048,25588,0.064
socioprofessionalCategoriesExecutives,10855,0.102,827,0.390,1663,0.273,634,0.443,2676,0.207,5056,0.145
socioprofessionalCategoriesLiberalAndSimilar,10769,0.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10769,0.097
socioprofessionalCategoriesOtherSelfEmployed,50805,0.047,4633,0.163,23053,0.072,3874,0.175,17345,0.082,1900,0.239
socioprofessionalCategoriesIntellectualAndManagerial,89405,0.032,366,0.591,4936,0.155,1922,0.241,12348,0.096,69834,0.036
socioprofessionalCategoriesIntermediate,146926,0.026,5973,0.144,28612,0.064,14720,0.088,76220,0.037,21402,0.071
socioprofessionalCategoriesSkilledNonManuals,90781,0.034,1962,0.250,77776,0.037,11043,0.104,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,43759,0.053,1923,0.259,37514,0.057,4322,0.171,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,27850,0.066,27850,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1334,0.326,483,0.574,508,0.505,253,0.746,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,7590,0.125,2720,0.219,2135,0.237,269,0.660,1021,0.342,1446,0.266
socioprofessionalCategoriesUnemployedOrNotWorking,292149,0.016,74875,0.039,112315,0.030,26635,0.065,48880,0.047,29445,0.060
