attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1131985,0.004,164091,0.027,363903,0.016,107071,0.034,168899,0.025,328022,0.017
sexMale,558739,0.012,65533,0.046,170606,0.026,45479,0.055,99329,0.034,177792,0.025
sexFemale,573246,0.011,98558,0.035,193296,0.023,61592,0.044,69570,0.041,150230,0.027
age25_44,473184,0.014,48331,0.055,115538,0.033,45929,0.055,66926,0.043,196459,0.023
age45_64,410884,0.014,61194,0.046,140191,0.028,34935,0.060,71380,0.040,103184,0.033
age65+,247917,0.020,54565,0.046,108174,0.032,26206,0.067,30593,0.061,28379,0.064
citizenSwiss,817484,0.007,86444,0.037,309919,0.017,73145,0.040,143532,0.027,204444,0.022
citizenUE28_AELE,217480,0.023,39180,0.059,38736,0.059,23778,0.077,20196,0.081,95590,0.036
citizenOtherEuropeanCountries,48506,0.056,23207,0.082,9514,0.128,5124,0.177,2662,0.242,7999,0.137
citizenOtherWorldwideCountries,48282,0.055,15158,0.101,5677,0.166,4987,0.175,2509,0.248,19952,0.085
citizenUnknown,232,0.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,605657,0.010,47610,0.050,243016,0.020,49727,0.049,114334,0.031,150970,0.027
migratoryBackgroundSwissWith,205521,0.023,37467,0.057,64282,0.043,22917,0.073,28342,0.065,52512,0.047
migratoryBackgroundFirstGeneration,295979,0.019,75671,0.043,44271,0.056,31964,0.067,22813,0.078,121261,0.032
migratoryBackgroundSecondGenerationAndMore,17911,0.089,1705,0.290,9573,0.122,1921,0.275,2395,0.238,2317,0.245
migratoryBackgroundUnknown,6917,0.135,1638,0.277,2760,0.212,542,0.487,1016,0.356,961,0.362
labourMarketEmployedPersons,758376,0.008,74926,0.042,220478,0.022,65314,0.044,128607,0.030,269050,0.019
labourMarketUnemployedPersons,33116,0.065,6010,0.159,8493,0.130,3433,0.209,4059,0.182,11121,0.112
labourMarketPersonsWithoutProfessionalActivity,340493,0.016,83155,0.038,134931,0.029,38324,0.057,36233,0.058,47851,0.051
socioprofessionalCategoriesENaNecutives,43187,0.053,3200,0.213,5932,0.145,2199,0.246,10416,0.108,21441,0.075
socioprofessionalCategoriesLiberalAndSimilar,21179,0.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21179,0.076
socioprofessionalCategoriesOtherSelfEmployed,56222,0.047,5771,0.154,23001,0.074,6229,0.145,15494,0.089,5727,0.152
socioprofessionalCategoriesIntellectualAndManagerial,183552,0.024,526,0.503,4608,0.165,1990,0.256,8083,0.124,168344,0.025
socioprofessionalCategoriesIntermediate,207327,0.023,10526,0.116,41655,0.055,16115,0.089,92494,0.036,46537,0.053
socioprofessionalCategoriesSkilledNonManuals,135888,0.029,626,0.458,105802,0.033,29460,0.067,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,41469,0.057,1914,0.264,33057,0.063,6498,0.150,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,46276,0.054,46276,0.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1067,0.383,424,0.621,223,0.791,370,0.647,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,22208,0.078,5663,0.160,6201,0.146,2452,0.242,2120,0.247,5772,0.154
socioprofessionalCategoriesUnemployedOrNotWorking,373609,0.016,89165,0.037,143424,0.028,41757,0.055,40292,0.055,58972,0.046
