attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,60665.0,0.015,11144.0,0.102,25686.0,0.055,5226.0,0.15,10327.0,0.099,8282.0,0.114
sexMale,0.482,0.048,0.3221,0.191,0.4871,0.089,0.3578,0.258,0.6531,0.124,0.546,0.155
sexFemale,0.518,0.048,0.6779,0.127,0.5129,0.088,0.6422,0.191,0.3469,0.183,0.454,0.179
age25_44,0.3454,0.067,0.2608,0.227,0.3275,0.118,0.371,0.259,0.3524,0.178,0.4901,0.171
age45_64,0.3854,0.06,0.3212,0.194,0.4136,0.1,0.353,0.264,0.4434,0.157,0.3322,0.207
age65+,0.2692,0.072,0.418,0.154,0.2589,0.123,0.2759,0.279,0.2042,0.227,0.1776,0.27
citizenSwiss,0.7378,0.029,0.5589,0.132,0.8082,0.063,0.725,0.173,0.8387,0.108,0.6426,0.142
citizenUE28_AELE,0.1734,0.106,0.1928,0.252,0.1376,0.193,0.1699,0.397,0.1454,0.295,0.2955,0.227
citizenOtherEuropeanCountries,0.054,0.226,0.1412,0.338,0.0422,0.386,0.07,0.688,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0348,0.253,0.1071,0.348,0.012,0.645,0.0348,0.871,NaN,NaN,0.047,0.561
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.5786,0.039,0.4006,0.158,0.6366,0.074,0.5698,0.197,0.7031,0.119,0.4888,0.165
migratoryBackgroundSwissWith,0.1535,0.105,0.1521,0.263,0.1642,0.163,0.1437,0.393,0.1329,0.292,0.1538,0.299
migratoryBackgroundFirstGeneration,0.2434,0.089,0.4317,0.175,0.1619,0.18,0.252,0.334,0.1501,0.292,0.3539,0.207
migratoryBackgroundSecondGenerationAndMore,0.0188,0.353,NaN,NaN,0.0299,0.433,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.0057,0.583,NaN,NaN,0.0074,0.79,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.612,0.04,0.3896,0.175,0.6224,0.078,0.5595,0.206,0.749,0.117,0.7406,0.135
labourMarketUnemployedPersons,0.0308,0.276,0.0511,0.499,0.0225,0.505,0.062,0.693,0.0174,0.87,0.0261,0.793
labourMarketPersonsWithoutProfessionalActivity,0.3573,0.062,0.5592,0.138,0.355,0.106,0.3785,0.244,0.2336,0.215,0.2332,0.245
socioprofessionalCategoriesExecutives,0.0193,0.312,NaN,NaN,0.0088,0.733,NaN,NaN,0.0505,0.468,0.0466,0.534
socioprofessionalCategoriesLiberalAndSimilar,0.0122,0.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0895,0.403
socioprofessionalCategoriesOtherSelfEmployed,0.0578,0.186,0.0234,0.685,0.0668,0.271,0.0586,0.647,0.0984,0.346,0.0251,0.791
socioprofessionalCategoriesIntellectualAndManagerial,0.0773,0.155,NaN,NaN,0.0121,0.613,0.032,0.866,0.0538,0.455,0.4418,0.178
socioprofessionalCategoriesIntermediate,0.1819,0.097,0.0291,0.695,0.1328,0.188,0.1514,0.386,0.5288,0.143,0.1265,0.341
socioprofessionalCategoriesSkilledNonManuals,0.1339,0.118,NaN,NaN,0.2689,0.129,0.2227,0.338,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0569,0.189,NaN,NaN,0.118,0.202,0.0542,0.684,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0451,0.221,0.2452,0.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0257,0.291,0.0747,0.421,0.0121,0.611,0.0337,0.871,0.0141,0.864,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.388,0.059,0.6104,0.133,0.3776,0.103,0.4405,0.23,0.251,0.209,0.2592,0.234
