attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,29588.0,0.026,0.2458,0.129,0.4534,0.079,0.073,0.247,0.1242,0.18,0.1037,0.206
sexMale,15054.0,0.072,0.2246,0.2,0.4449,0.128,0.0735,0.35,0.161,0.224,0.096,0.31
sexFemale,14534.0,0.076,0.2678,0.187,0.4622,0.131,0.0725,0.362,0.086,0.326,0.1116,0.286
age25_44,10428.0,0.102,0.1423,0.335,0.4375,0.171,0.0823,0.41,0.1749,0.267,0.163,0.293
age45_64,11581.0,0.087,0.2724,0.205,0.4784,0.14,0.0624,0.431,0.1082,0.315,0.0786,0.368
age65+,7579.0,0.119,0.3475,0.226,0.437,0.192,0.0763,0.48,0.0788,0.465,0.0604,0.534
citizenSwiss,22383.0,0.044,0.1747,0.177,0.4973,0.09,0.0808,0.27,0.1498,0.188,0.0975,0.241
citizenUE28_AELE,4392.0,0.173,0.3825,0.295,0.3431,0.302,0.0435,0.87,0.0606,0.732,0.1701,0.449
citizenOtherEuropeanCountries,1996.0,0.296,0.5691,0.394,0.3392,0.523,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,817.0,0.462,0.6695,0.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,19274.0,0.054,0.1596,0.202,0.5134,0.098,0.0718,0.313,0.1529,0.201,0.1024,0.254
migratoryBackgroundSwissWith,2994.0,0.203,0.2685,0.409,0.3841,0.337,0.1416,0.557,0.1356,0.586,0.0698,0.789
migratoryBackgroundFirstGeneration,6458.0,0.145,0.4831,0.222,0.3081,0.277,0.0544,0.647,NaN,NaN,0.1276,0.427
migratoryBackgroundSecondGenerationAndMore,661.0,0.474,NaN,NaN,0.4448,0.691,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,201.0,0.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,18543.0,0.059,0.167,0.211,0.4755,0.108,0.0784,0.305,0.1553,0.206,0.1238,0.242
labourMarketUnemployedPersons,491.0,0.562,NaN,NaN,0.4929,0.798,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,10554.0,0.097,0.3834,0.182,0.4126,0.167,0.0628,0.453,0.0721,0.418,0.0691,0.43
socioprofessionalCategoriesExecutives,742.0,0.441,0.3814,0.749,0.3019,0.82,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,162.0,0.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.866
socioprofessionalCategoriesOtherSelfEmployed,2206.0,0.251,0.1609,0.696,0.5802,0.332,NaN,NaN,0.194,0.558,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1539.0,0.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8506,0.314
socioprofessionalCategoriesIntermediate,5636.0,0.144,0.0736,0.586,0.3458,0.258,0.0955,0.501,0.384,0.241,0.1011,0.547
socioprofessionalCategoriesSkilledNonManuals,3499.0,0.186,NaN,NaN,0.8588,0.202,0.1412,0.534,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2088.0,0.25,NaN,NaN,0.8736,0.268,0.1111,0.79,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1625.0,0.294,1.0,0.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1044.0,0.37,0.3716,0.612,0.4464,0.561,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,11045.0,0.094,0.3781,0.179,0.4162,0.163,0.0639,0.441,0.072,0.408,0.0698,0.419
