attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.024,0.2638,0.113,0.4126,0.081,0.0703,0.243,0.1471,0.162,0.1062,0.194
sexMale,1.0,0.075,0.1822,0.222,0.4366,0.133,0.0626,0.392,0.2089,0.2,0.1097,0.287
sexFemale,1.0,0.065,0.3461,0.141,0.3885,0.126,0.078,0.314,0.0848,0.298,0.1026,0.274
age25_44,1.0,0.097,0.206,0.252,0.4043,0.167,0.077,0.414,0.1431,0.296,0.1696,0.266
age45_64,1.0,0.086,0.2519,0.205,0.4403,0.146,0.081,0.363,0.152,0.267,0.0748,0.385
age65+,1.0,0.106,0.3631,0.192,0.3815,0.188,0.0445,0.584,0.1452,0.323,0.0658,0.48
citizenSwiss,1.0,0.04,0.1861,0.151,0.4805,0.087,0.068,0.275,0.1613,0.176,0.1041,0.221
citizenUE28_AELE,1.0,0.168,0.4473,0.257,0.2279,0.37,0.0784,0.642,0.1163,0.52,0.1301,0.498
citizenOtherEuropeanCountries,1.0,0.345,0.7029,0.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.377,0.6144,0.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.05,0.1783,0.169,0.4742,0.098,0.0698,0.295,0.1657,0.189,0.1119,0.232
migratoryBackgroundSwissWith,1.0,0.19,0.2316,0.4,0.51,0.274,0.0522,0.865,0.1445,0.536,0.0615,0.789
migratoryBackgroundFirstGeneration,1.0,0.147,0.5491,0.207,0.146,0.411,0.0784,0.583,0.1023,0.486,0.1244,0.441
migratoryBackgroundSecondGenerationAndMore,1.0,0.385,0.39,0.609,0.3953,0.619,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,1.0,0.692,NaN,NaN,0.6836,0.873,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.056,0.1881,0.184,0.4344,0.109,0.0788,0.292,0.1643,0.195,0.1345,0.217
labourMarketUnemployedPersons,1.0,0.413,0.4652,0.616,0.3439,0.688,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,1.0,0.094,0.402,0.167,0.3739,0.17,0.0508,0.482,0.1162,0.329,0.0571,0.467
socioprofessionalCategoriesExecutives,1.0,0.469,NaN,NaN,0.284,0.87,NaN,NaN,0.3563,0.789,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.611
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.257,NaN,NaN,0.5901,0.339,NaN,NaN,0.2942,0.482,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8578,0.284
socioprofessionalCategoriesIntermediate,1.0,0.146,0.0883,0.535,0.3453,0.264,0.0857,0.518,0.399,0.242,0.0815,0.559
socioprofessionalCategoriesSkilledNonManuals,1.0,0.172,NaN,NaN,0.8315,0.189,0.1483,0.483,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.243,NaN,NaN,0.8197,0.271,0.1191,0.734,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.232,1.0,0.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.36,0.4058,0.589,0.2876,0.645,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.089,0.4069,0.159,0.3716,0.164,0.0542,0.457,0.1146,0.32,0.0527,0.467
