attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,203868,0.9,36176,5.5,88186,3.0,20235,7.6,32569,5.7,26702,6.4
sexMale,102166,2.7,12861,10.0,44405,4.9,8522,12.5,21859,7.2,14519,9.0
sexFemale,101702,2.6,23315,6.9,43782,4.7,11713,10.0,10710,10.3,12183,9.7
age25_44,74785,3.5,8881,12.3,30433,6.2,8349,12.6,13216,9.5,13906,9.3
age45_64,81370,3.1,12886,9.8,37086,5.3,7195,13.0,14404,8.9,9799,10.8
age65+,47713,4.4,14409,8.8,20667,7.3,4691,15.7,4948,15.5,2998,19.8
citizenSwiss,151599,1.7,21787,7.1,73018,3.4,12526,9.6,27330,6.3,16938,8.2
citizenUE28_AELE,37725,5.4,6520,14.1,11858,10.3,6366,14.5,4657,16.4,8324,12.1
citizenOtherEuropeanCountries,11635,10.7,6525,14.4,2884,22.1,1049,35.9,352,61.7,824,40.4
citizenOtherWorldwideCountries,2809,22.6,1302,34.0,426,55.9,235,79.1,229,79.5,616,47.2
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,125321,2.1,16174,8.4,62524,3.8,9973,10.9,23243,6.9,13406,9.3
migratoryBackgroundSwissWith,25162,6.6,5351,15.0,9904,10.9,2422,22.4,3984,17.4,3500,18.4
migratoryBackgroundFirstGeneration,47830,4.8,13857,9.7,12606,10.0,7303,13.5,4713,16.4,9350,11.5
migratoryBackgroundSecondGenerationAndMore,4362,17.2,455,53.8,2563,22.7,405,55.8,526,48.4,414,56.1
migratoryBackgroundUnknown,1193,32.3,339,61.5,589,45.5,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,133231,2.0,13851,9.4,58780,4.0,12785,9.8,26151,6.5,21664,7.2
labourMarketUnemployedPersons,5017,16.5,1452,31.0,1939,26.6,467,56.4,358,58.2,801,41.4
labourMarketPersonsWithoutProfessionalActivity,65620,3.7,20873,7.4,27467,6.3,6983,13.1,6060,14.2,4237,17.0
socioprofessionalCategoriesExecutives,6374,13.7,336,61.2,1572,28.5,507,51.9,1935,24.9,2024,24.1
socioprofessionalCategoriesLiberalAndSimilar,1584,27.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1584,27.6
socioprofessionalCategoriesOtherSelfEmployed,12462,9.8,1190,33.9,6575,13.7,755,40.4,3652,18.4,290,65.1
socioprofessionalCategoriesIntellectualAndManagerial,16041,8.4,NaN,NaN,1017,34.1,162,86.3,1525,28.1,13294,9.3
socioprofessionalCategoriesIntermediate,39564,5.1,2039,25.1,11369,10.3,3623,18.4,18545,7.8,3988,18.0
socioprofessionalCategoriesSkilledNonManuals,29073,6.1,NaN,NaN,24480,6.7,4529,16.8,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,14955,9.2,338,61.1,11962,10.3,2655,22.9,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,8487,12.2,8487,12.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,4574,16.5,1313,31.4,1768,26.5,516,50.3,494,50.1,483,52.0
socioprofessionalCategoriesUnemployedOrNotWorking,70637,3.5,22325,7.2,29406,6.1,7450,12.8,6418,13.7,5038,15.7
