attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,93917.0,0.009,0.1247,0.07,0.3154,0.038,0.1008,0.077,0.1659,0.056,0.2932,0.04
sexMale,47541.0,0.027,0.0892,0.123,0.2968,0.06,0.0776,0.129,0.2056,0.073,0.3308,0.057
sexFemale,46376.0,0.027,0.1611,0.088,0.3345,0.057,0.1246,0.098,0.1252,0.097,0.2546,0.067
age25_44,34842.0,0.035,0.0715,0.165,0.2549,0.08,0.1044,0.131,0.1496,0.104,0.4197,0.061
age45_64,38250.0,0.031,0.1139,0.119,0.3317,0.063,0.0893,0.129,0.187,0.085,0.2781,0.07
age65+,20825.0,0.047,0.2336,0.109,0.3867,0.082,0.1161,0.153,0.1543,0.132,0.1092,0.158
citizenSwiss,67772.0,0.017,0.1013,0.09,0.3836,0.041,0.0994,0.09,0.2001,0.06,0.2155,0.058
citizenUE28_AELE,18057.0,0.054,0.1252,0.168,0.1372,0.156,0.1047,0.182,0.0922,0.192,0.5407,0.076
citizenOtherEuropeanCountries,4450.0,0.13,0.3746,0.215,0.2013,0.3,0.1148,0.4,0.0551,0.55,0.2542,0.255
citizenOtherWorldwideCountries,3638.0,0.134,0.2529,0.28,0.0684,0.513,0.0907,0.452,0.0294,0.778,0.5585,0.178
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,53504.0,0.023,0.0914,0.107,0.3948,0.047,0.0939,0.105,0.216,0.066,0.2039,0.068
migratoryBackgroundSwissWith,14004.0,0.06,0.1351,0.174,0.3363,0.109,0.1225,0.183,0.1435,0.167,0.2626,0.123
migratoryBackgroundFirstGeneration,25242.0,0.045,0.19,0.119,0.1252,0.144,0.1037,0.159,0.0719,0.184,0.5092,0.066
migratoryBackgroundSecondGenerationAndMore,903.0,0.27,NaN,NaN,0.5127,0.367,0.1251,0.784,0.2248,0.601,NaN,NaN
migratoryBackgroundUnknown,264.0,0.477,0.303,0.852,0.6288,0.604,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,62143.0,0.02,0.0768,0.115,0.2957,0.052,0.0941,0.099,0.1859,0.066,0.3475,0.047
labourMarketUnemployedPersons,2302.0,0.162,0.0469,0.78,0.2924,0.302,0.1073,0.511,0.1121,0.476,0.4414,0.246
labourMarketPersonsWithoutProfessionalActivity,29472.0,0.039,0.2318,0.093,0.3587,0.071,0.1145,0.132,0.128,0.122,0.1671,0.11
socioprofessionalCategoriesExecutives,4008.0,0.117,0.0487,0.549,0.134,0.326,0.0561,0.547,0.2161,0.253,0.5452,0.16
socioprofessionalCategoriesLiberalAndSimilar,1991.0,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.169
socioprofessionalCategoriesOtherSelfEmployed,5391.0,0.101,0.0796,0.383,0.4168,0.158,0.118,0.305,0.3139,0.181,0.0718,0.399
socioprofessionalCategoriesIntellectualAndManagerial,14241.0,0.06,NaN,NaN,0.0208,0.464,0.016,0.51,0.045,0.293,0.9148,0.063
socioprofessionalCategoriesIntermediate,17406.0,0.053,0.0308,0.354,0.1859,0.132,0.1007,0.179,0.4699,0.08,0.2127,0.127
socioprofessionalCategoriesSkilledNonManuals,10900.0,0.07,NaN,NaN,0.7857,0.079,0.2099,0.163,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3556.0,0.131,0.0312,0.72,0.8248,0.145,0.1437,0.356,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,2951.0,0.147,1.0,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1619.0,0.196,0.2631,0.392,0.3162,0.336,0.1279,0.558,0.1081,0.574,0.1847,0.486
socioprofessionalCategoriesUnemployedOrNotWorking,31774.0,0.037,0.2184,0.092,0.3539,0.069,0.114,0.127,0.1268,0.118,0.187,0.099
