attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,93917,0.009,11711,0.070,29622,0.038,9469,0.077,15582,0.056,27533,0.040
sexMale,47541,0.027,4240,0.123,14111,0.060,3691,0.129,9775,0.073,15725,0.057
sexFemale,46376,0.027,7471,0.088,15512,0.057,5778,0.098,5807,0.097,11809,0.067
age25_44,34842,0.035,2490,0.165,8880,0.080,3637,0.131,5214,0.104,14622,0.061
age45_64,38250,0.031,4356,0.119,12689,0.063,3415,0.129,7154,0.085,10636,0.070
age65+,20825,0.047,4865,0.109,8053,0.082,2418,0.153,3214,0.132,2275,0.158
citizenSwiss,67772,0.017,6863,0.090,26000,0.041,6738,0.090,13564,0.060,14607,0.058
citizenUE28_AELE,18057,0.054,2261,0.168,2477,0.156,1890,0.182,1665,0.192,9764,0.076
citizenOtherEuropeanCountries,4450,0.130,1667,0.215,896,0.300,511,0.400,245,0.550,1131,0.255
citizenOtherWorldwideCountries,3638,0.134,920,0.280,249,0.513,330,0.452,107,0.778,2032,0.178
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,53504,0.023,4891,0.107,21124,0.047,5023,0.105,11555,0.066,10912,0.068
migratoryBackgroundSwissWith,14004,0.060,1892,0.174,4710,0.109,1715,0.183,2009,0.167,3678,0.123
migratoryBackgroundFirstGeneration,25242,0.045,4796,0.119,3160,0.144,2618,0.159,1814,0.184,12854,0.066
migratoryBackgroundSecondGenerationAndMore,903,0.270,NaN,NaN,463,0.367,113,0.784,203,0.601,NaN,NaN
migratoryBackgroundUnknown,264,0.477,80,0.852,166,0.604,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,62143,0.020,4772,0.115,18378,0.052,5847,0.099,11554,0.066,21592,0.047
labourMarketUnemployedPersons,2302,0.162,108,0.780,673,0.302,247,0.511,258,0.476,1016,0.246
labourMarketPersonsWithoutProfessionalActivity,29472,0.039,6831,0.093,10571,0.071,3374,0.132,3771,0.122,4925,0.110
socioprofessionalCategoriesExecutives,4008,0.117,195,0.549,537,0.326,225,0.547,866,0.253,2185,0.160
socioprofessionalCategoriesLiberalAndSimilar,1991,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1991,0.169
socioprofessionalCategoriesOtherSelfEmployed,5391,0.101,429,0.383,2247,0.158,636,0.305,1692,0.181,387,0.399
socioprofessionalCategoriesIntellectualAndManagerial,14241,0.060,NaN,NaN,296,0.464,228,0.510,641,0.293,13027,0.063
socioprofessionalCategoriesIntermediate,17406,0.053,536,0.354,3235,0.132,1753,0.179,8179,0.080,3703,0.127
socioprofessionalCategoriesSkilledNonManuals,10900,0.070,NaN,NaN,8564,0.079,2288,0.163,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3556,0.131,111,0.720,2933,0.145,511,0.356,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,2951,0.147,2951,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1619,0.196,426,0.392,512,0.336,207,0.558,175,0.574,299,0.486
socioprofessionalCategoriesUnemployedOrNotWorking,31774,0.037,6939,0.092,11244,0.069,3621,0.127,4028,0.118,5942,0.099
