attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,199954,0.009,39733,0.053,85943,0.030,18023,0.082,32723,0.057,23532,0.071
sexMale,99060,0.027,15083,0.091,43618,0.048,7317,0.134,20627,0.074,12415,0.099
sexFemale,100894,0.027,24650,0.070,42325,0.050,10705,0.108,12096,0.100,11117,0.107
age25_44,69568,0.038,9947,0.121,28379,0.065,6982,0.141,11859,0.103,12400,0.103
age45_64,80522,0.031,14289,0.092,35698,0.054,6570,0.137,15342,0.087,8622,0.118
age65+,49864,0.044,15497,0.089,21866,0.071,4470,0.166,5521,0.146,2510,0.220
citizenSwiss,157047,0.015,23209,0.070,73794,0.034,13632,0.094,28699,0.062,17712,0.081
citizenUE28_AELE,24619,0.071,6402,0.146,7804,0.131,2900,0.225,3266,0.201,4247,0.180
citizenOtherEuropeanCountries,12571,0.108,7067,0.146,3520,0.207,898,0.416,483,0.561,604,0.521
citizenOtherWorldwideCountries,5716,0.157,3055,0.218,825,0.415,592,0.490,275,0.687,969,0.391
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,136347,0.019,18708,0.079,66448,0.036,11166,0.104,25423,0.066,14603,0.090
migratoryBackgroundSwissWith,19374,0.077,4160,0.172,6839,0.134,2330,0.232,3078,0.200,2967,0.204
migratoryBackgroundFirstGeneration,37583,0.057,15498,0.095,9488,0.121,4003,0.191,3079,0.210,5515,0.160
migratoryBackgroundSecondGenerationAndMore,5209,0.162,950,0.381,2623,0.230,387,0.616,945,0.373,305,0.684
migratoryBackgroundUnknown,1441,0.298,418,0.561,546,0.483,NaN,NaN,198,0.790,NaN,NaN
labourMarketEmployedPersons,128341,0.021,15756,0.090,55597,0.042,11630,0.105,25851,0.066,19507,0.078
labourMarketUnemployedPersons,5016,0.165,1144,0.363,2076,0.252,470,0.564,701,0.433,625,0.470
labourMarketPersonsWithoutProfessionalActivity,66597,0.037,22833,0.073,28271,0.062,5922,0.145,6171,0.138,3399,0.196
socioprofessionalCategoriesExecutives,4989,0.160,460,0.564,1497,0.291,528,0.527,1061,0.341,1443,0.295
socioprofessionalCategoriesLiberalAndSimilar,1950,0.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1950,0.253
socioprofessionalCategoriesOtherSelfEmployed,10280,0.108,732,0.423,5725,0.146,1056,0.355,2465,0.224,302,0.645
socioprofessionalCategoriesIntellectualAndManagerial,14455,0.092,317,0.645,829,0.386,NaN,NaN,1672,0.273,11491,0.104
socioprofessionalCategoriesIntermediate,38812,0.053,1266,0.324,10240,0.110,3446,0.193,20148,0.076,3711,0.187
socioprofessionalCategoriesSkilledNonManuals,27719,0.064,NaN,NaN,23104,0.071,4511,0.171,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,12976,0.099,629,0.474,10945,0.107,1402,0.315,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,9632,0.116,9632,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,213,0.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,7315,0.133,2529,0.228,3182,0.202,489,0.517,506,0.520,610,0.471
socioprofessionalCategoriesUnemployedOrNotWorking,71613,0.035,23978,0.071,30347,0.060,6392,0.140,6871,0.132,4025,0.181
