attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,201797,0.009,39434,0.054,87336,0.030,18465,0.081,31847,0.057,24714,0.067
sexMale,100112,0.027,14153,0.098,44447,0.048,6920,0.139,21132,0.073,13459,0.094
sexFemale,101685,0.026,25281,0.068,42889,0.048,11545,0.102,10715,0.103,11255,0.102
age25_44,70450,0.037,10153,0.122,27713,0.066,7586,0.135,11496,0.103,13502,0.095
age45_64,80592,0.031,13382,0.099,37799,0.052,6103,0.141,14699,0.087,8610,0.116
age65+,50755,0.042,15899,0.084,21825,0.070,4776,0.156,5652,0.143,2602,0.211
citizenSwiss,157824,0.015,23875,0.068,74431,0.033,13054,0.094,28135,0.061,18329,0.078
citizenUE28_AELE,25211,0.069,5752,0.150,8393,0.123,3380,0.201,2996,0.206,4690,0.165
citizenOtherEuropeanCountries,12625,0.117,6809,0.161,3471,0.227,1423,0.355,396,0.652,527,0.588
citizenOtherWorldwideCountries,6029,0.154,2959,0.225,1007,0.374,608,0.488,285,0.738,1169,0.340
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,136522,0.018,18889,0.077,66317,0.036,10810,0.104,25170,0.065,15336,0.086
migratoryBackgroundSwissWith,20450,0.074,4803,0.158,7725,0.124,2182,0.236,2811,0.206,2929,0.201
migratoryBackgroundFirstGeneration,38397,0.058,14598,0.101,9890,0.120,4986,0.172,2840,0.216,6084,0.147
migratoryBackgroundSecondGenerationAndMore,5388,0.163,885,0.433,2983,0.218,425,0.588,793,0.418,301,0.702
migratoryBackgroundUnknown,1040,0.348,259,0.735,421,0.536,NaN,NaN,233,0.737,NaN,NaN
labourMarketEmployedPersons,125551,0.021,14244,0.097,56118,0.041,10700,0.108,24632,0.066,19858,0.076
labourMarketUnemployedPersons,4674,0.178,1480,0.336,1739,0.285,468,0.571,315,0.646,671,0.459
labourMarketPersonsWithoutProfessionalActivity,71572,0.035,23711,0.071,29479,0.060,7297,0.130,6900,0.130,4186,0.171
socioprofessionalCategoriesExecutives,4885,0.158,387,0.618,1166,0.322,388,0.595,1569,0.276,1376,0.295
socioprofessionalCategoriesLiberalAndSimilar,1488,0.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1488,0.281
socioprofessionalCategoriesOtherSelfEmployed,9867,0.111,925,0.373,5298,0.152,818,0.398,2563,0.217,264,0.738
socioprofessionalCategoriesIntellectualAndManagerial,14958,0.087,NaN,NaN,780,0.394,255,0.686,1596,0.273,12195,0.097
socioprofessionalCategoriesIntermediate,38041,0.053,2159,0.259,10208,0.108,3053,0.199,18473,0.078,4147,0.178
socioprofessionalCategoriesSkilledNonManuals,29231,0.061,NaN,NaN,25132,0.066,3967,0.180,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,13052,0.099,345,0.611,11028,0.107,1679,0.294,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,8441,0.127,8441,0.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,180,0.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,5409,0.157,1681,0.291,2437,0.230,504,0.523,430,0.538,356,0.639
socioprofessionalCategoriesUnemployedOrNotWorking,76246,0.033,25191,0.069,31219,0.058,7765,0.127,7215,0.128,4856,0.160
