attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1118209.0,0.004,170501.0,0.027,370215.0,0.016,108080.0,0.034,165608.0,0.026,303805.0,0.018
sexMale,0.4932,0.012,0.3958,0.045,0.4781,0.025,0.4148,0.055,0.5927,0.034,0.5399,0.026
sexFemale,0.5068,0.011,0.6042,0.035,0.5219,0.023,0.5852,0.044,0.4073,0.042,0.4601,0.028
age25_44,0.4177,0.014,0.3075,0.053,0.3208,0.032,0.4269,0.055,0.3744,0.045,0.6181,0.024
age45_64,0.3637,0.014,0.3686,0.046,0.3871,0.028,0.3467,0.058,0.4415,0.04,0.2962,0.036
age65+,0.2185,0.02,0.3238,0.047,0.2921,0.032,0.2265,0.07,0.1841,0.062,0.0857,0.067
citizenSwiss,0.725,0.007,0.5162,0.037,0.8444,0.017,0.716,0.039,0.863,0.028,0.6247,0.023
citizenUE28_AELE,0.1893,0.024,0.2452,0.057,0.1094,0.058,0.1917,0.083,0.1115,0.085,0.2968,0.037
citizenOtherEuropeanCountries,0.0438,0.056,0.1413,0.081,0.0291,0.121,0.0502,0.172,0.0115,0.284,0.0223,0.148
citizenOtherWorldwideCountries,0.0416,0.056,0.0958,0.097,0.017,0.158,0.0418,0.183,0.014,0.252,0.0562,0.091
citizenUnknown,0.0003,0.686,0.0015,0.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.5401,0.01,0.2866,0.05,0.6697,0.02,0.4881,0.048,0.6831,0.031,0.465,0.028
migratoryBackgroundSwissWith,0.1797,0.023,0.2232,0.057,0.1666,0.044,0.2253,0.072,0.1755,0.065,0.1571,0.05
migratoryBackgroundFirstGeneration,0.2586,0.02,0.4674,0.042,0.1312,0.054,0.2692,0.071,0.1187,0.084,0.3691,0.033
migratoryBackgroundSecondGenerationAndMore,0.0155,0.089,0.0127,0.262,0.0241,0.126,0.0132,0.32,0.0181,0.21,0.0061,0.267
migratoryBackgroundUnknown,0.0062,0.137,0.01,0.28,0.0084,0.202,0.0042,0.564,0.0047,0.395,0.0027,0.396
labourMarketEmployedPersons,0.6609,0.009,0.4425,0.042,0.5991,0.022,0.6125,0.044,0.751,0.03,0.8267,0.02
labourMarketUnemployedPersons,0.0292,0.066,0.0405,0.148,0.0226,0.13,0.0344,0.198,0.02,0.202,0.0341,0.117
labourMarketPersonsWithoutProfessionalActivity,0.3099,0.016,0.517,0.038,0.3783,0.028,0.3532,0.058,0.2289,0.056,0.1392,0.055
socioprofessionalCategoriesENaNecutives,0.0356,0.055,0.0138,0.248,0.0147,0.152,0.0184,0.258,0.0565,0.114,0.068,0.077
socioprofessionalCategoriesLiberalAndSimilar,0.0166,0.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0611,0.081
socioprofessionalCategoriesOtherSelfEmployed,0.0518,0.046,0.0352,0.152,0.064,0.073,0.0671,0.135,0.0945,0.089,0.0176,0.158
socioprofessionalCategoriesIntellectualAndManagerial,0.1535,0.025,0.0055,0.381,0.0125,0.165,0.024,0.226,0.0464,0.127,0.5129,0.027
socioprofessionalCategoriesIntermediate,0.1811,0.023,0.0568,0.118,0.1121,0.055,0.1539,0.088,0.5399,0.036,0.1491,0.053
socioprofessionalCategoriesSkilledNonManuals,0.1234,0.029,0.0047,0.407,0.2939,0.033,0.2626,0.068,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0347,0.059,0.0115,0.267,0.0824,0.066,0.0587,0.152,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0425,0.054,0.2789,0.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0007,0.44,NaN,NaN,0.0011,0.616,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0208,0.076,0.0356,0.152,0.0184,0.139,0.0267,0.223,0.0132,0.243,0.0177,0.162
socioprofessionalCategoriesUnemployedOrNotWorking,0.3391,0.015,0.5575,0.036,0.4009,0.027,0.3875,0.055,0.2489,0.054,0.1733,0.049
