attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,126369.0,0.008,28421.0,0.042,44831.0,0.03,12531.0,0.067,12714.0,0.065,27872.0,0.042
sexMale,0.4834,0.024,0.4124,0.072,0.5051,0.048,0.3614,0.118,0.6034,0.086,0.5213,0.062
sexFemale,0.5166,0.022,0.5876,0.057,0.4949,0.047,0.6386,0.084,0.3966,0.106,0.4787,0.064
age25_44,0.3615,0.032,0.2661,0.093,0.3129,0.065,0.4064,0.113,0.3267,0.122,0.5328,0.062
age45_64,0.3826,0.028,0.3774,0.073,0.4237,0.051,0.3092,0.122,0.4226,0.101,0.3365,0.076
age65+,0.2559,0.037,0.3565,0.073,0.2634,0.067,0.2843,0.126,0.2506,0.135,0.1307,0.126
citizenSwiss,0.7437,0.014,0.5911,0.056,0.8424,0.034,0.7588,0.076,0.8285,0.072,0.6953,0.051
citizenUE28_AELE,0.1916,0.048,0.2831,0.088,0.1303,0.105,0.1713,0.175,0.1374,0.193,0.2307,0.098
citizenOtherEuropeanCountries,0.022,0.158,0.0409,0.245,0.0102,0.391,0.0205,0.601,0.0129,0.636,0.0265,0.298
citizenOtherWorldwideCountries,0.0425,0.113,0.0849,0.173,0.0167,0.305,0.0494,0.344,0.0212,0.513,0.0475,0.226
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.5648,0.02,0.3745,0.072,0.6871,0.039,0.5603,0.09,0.6465,0.082,0.527,0.06
migratoryBackgroundSwissWith,0.1737,0.048,0.2089,0.098,0.1496,0.092,0.1959,0.155,0.1752,0.16,0.1659,0.11
migratoryBackgroundFirstGeneration,0.2281,0.044,0.3917,0.075,0.1146,0.113,0.2116,0.161,0.1472,0.188,0.2884,0.088
migratoryBackgroundSecondGenerationAndMore,0.0277,0.138,0.0161,0.39,0.043,0.186,0.0281,0.451,0.0244,0.448,0.0164,0.383
migratoryBackgroundUnknown,0.0056,0.29,0.0088,0.493,0.0057,0.476,NaN,NaN,0.0068,0.85,NaN,NaN
labourMarketEmployedPersons,0.5788,0.02,0.3958,0.072,0.5858,0.043,0.5323,0.094,0.6318,0.083,0.7508,0.049
labourMarketUnemployedPersons,0.0547,0.096,0.0794,0.174,0.0472,0.174,0.0556,0.31,0.0384,0.368,0.0486,0.222
labourMarketPersonsWithoutProfessionalActivity,0.3665,0.03,0.5248,0.061,0.367,0.057,0.4122,0.107,0.3297,0.118,0.2006,0.103
socioprofessionalCategoriesExecutives,0.019,0.153,0.0043,0.726,0.0086,0.39,0.0116,0.636,0.0323,0.366,0.0478,0.206
socioprofessionalCategoriesLiberalAndSimilar,0.017,0.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0772,0.165
socioprofessionalCategoriesOtherSelfEmployed,0.0601,0.087,0.0393,0.235,0.0857,0.124,0.0565,0.294,0.1258,0.191,0.0119,0.441
socioprofessionalCategoriesIntellectualAndManagerial,0.1126,0.061,0.0054,0.635,0.0175,0.272,0.0196,0.492,0.0606,0.275,0.4404,0.067
socioprofessionalCategoriesIntermediate,0.1385,0.055,0.0397,0.234,0.0897,0.12,0.1977,0.155,0.4081,0.105,0.1683,0.113
socioprofessionalCategoriesSkilledNonManuals,0.1122,0.062,0.0182,0.342,0.2551,0.07,0.1775,0.166,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0546,0.093,0.0199,0.333,0.1243,0.103,0.0603,0.287,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0586,0.091,0.2605,0.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0015,0.602,NaN,NaN,NaN,NaN,0.0078,0.851,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0047,0.317,0.0071,0.552,0.004,0.574,NaN,NaN,NaN,NaN,0.0052,0.635
socioprofessionalCategoriesUnemployedOrNotWorking,0.4212,0.027,0.6042,0.057,0.4142,0.053,0.4677,0.101,0.3681,0.112,0.2492,0.093
