attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,225434,0.9,58283,4.2,73626,3.5,21180,7.4,28927,6.1,43418,4.8
sexMale,112131,2.5,23321,7.1,39313,5.2,7960,12.5,19499,7.6,22038,7.1
sexFemale,113303,2.5,34962,5.7,34312,5.6,13220,9.5,9428,11.2,21380,7.3
age25_44,87832,3.2,14386,9.6,25709,6.7,10011,11.3,11839,10.0,25887,6.6
age45_64,89161,3.0,22187,7.4,33230,5.6,7298,12.8,13016,9.4,13430,9.2
age65+,48441,4.4,21710,7.1,14686,8.7,3871,17.4,4072,16.7,4102,16.6
citizenSwiss,176075,1.5,36586,5.3,65862,3.7,16699,8.3,24497,6.6,32430,5.7
citizenUE28_AELE,36067,5.7,15326,9.3,5612,15.3,3041,21.2,3415,19.6,8673,11.9
citizenOtherEuropeanCountries,6664,15.5,3520,21.5,1209,36.8,857,43.1,495,56.0,582,52.0
citizenOtherWorldwideCountries,6586,14.6,2809,22.7,942,38.7,583,50.3,519,51.9,1733,28.1
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,152480,1.8,30906,5.9,60085,3.9,13654,9.2,21430,7.1,26404,6.4
migratoryBackgroundSwissWith,22777,6.9,5392,14.9,5372,14.9,3045,20.1,2975,19.8,5994,13.9
migratoryBackgroundFirstGeneration,46425,5.0,21208,8.0,6556,14.4,4138,18.4,4094,18.1,10429,11.0
migratoryBackgroundSecondGenerationAndMore,2793,21.9,418,58.6,1137,34.4,343,65.4,336,61.6,559,47.2
migratoryBackgroundUnknown,960,35.3,359,58.5,476,49.9,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,147181,1.9,25404,6.9,50246,4.4,13500,9.4,23122,6.9,34909,5.5
labourMarketUnemployedPersons,7323,13.5,2677,22.9,1835,27.2,720,44.0,626,46.1,1464,30.0
labourMarketPersonsWithoutProfessionalActivity,70930,3.6,30202,6.1,21544,7.2,6960,13.3,5179,15.1,7045,13.1
socioprofessionalCategoriesExecutives,8325,11.8,567,48.6,1869,25.3,621,44.4,2609,21.4,2658,20.8
socioprofessionalCategoriesLiberalAndSimilar,2485,21.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2485,21.8
socioprofessionalCategoriesOtherSelfEmployed,11941,10.0,2357,23.3,5932,14.3,1005,35.3,2318,22.9,330,65.3
socioprofessionalCategoriesIntellectualAndManagerial,26749,6.3,200,79.2,978,34.6,394,56.0,1620,27.4,23557,6.8
socioprofessionalCategoriesIntermediate,38432,5.2,3254,20.2,10151,10.8,3303,18.9,16328,8.3,5396,15.3
socioprofessionalCategoriesSkilledNonManuals,28683,6.2,270,68.9,22122,7.1,6290,14.1,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,10567,10.7,982,36.6,8029,12.3,1555,28.7,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,16564,8.7,16564,8.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,511,53.9,NaN,NaN,269,73.4,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2924,20.8,1052,35.0,896,37.0,292,68.9,247,73.8,437,53.7
socioprofessionalCategoriesUnemployedOrNotWorking,78253,3.4,32879,5.8,23379,6.9,7680,12.7,5805,14.3,8509,11.9
