attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.0,0.2016,0.001,0.4375,0.001,0.0827,0.002,0.1726,0.001,0.1057,0.002
sexMale,1.0,0.001,0.1551,0.002,0.4256,0.001,0.0629,0.004,0.2446,0.002,0.1119,0.003
sexFemale,1.0,0.001,0.2497,0.002,0.4499,0.001,0.1032,0.003,0.0979,0.003,0.0993,0.003
age25_44,1.0,0.001,0.1005,0.004,0.4551,0.002,0.089,0.004,0.1903,0.003,0.1651,0.003
age45_64,1.0,0.001,0.1931,0.002,0.4355,0.001,0.0714,0.004,0.1926,0.002,0.1074,0.003
age65+,1.0,0.001,0.3564,0.002,0.4165,0.002,0.092,0.004,0.115,0.004,NaN,NaN
citizenSwiss,1.0,0.0,0.1819,0.002,0.4664,0.001,0.0633,0.003,0.1885,0.002,0.0999,0.002
citizenUE28_AELE,1.0,0.002,0.2616,0.004,0.289,0.004,0.2151,0.005,0.0911,0.007,0.1432,0.005
citizenOtherEuropeanCountries,1.0,0.004,0.5083,0.006,0.3124,0.007,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.0,0.1827,0.002,0.4709,0.001,0.0614,0.003,0.1975,0.002,0.0875,0.002
migratoryBackgroundSwissWith,1.0,0.003,0.1749,0.006,0.4153,0.004,NaN,NaN,NaN,NaN,0.2632,0.005
migratoryBackgroundFirstGeneration,1.0,0.002,0.3056,0.003,0.2834,0.003,0.1803,0.004,0.088,0.006,0.143,0.005
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.001,0.147,0.002,0.4334,0.001,0.0841,0.003,0.2093,0.002,0.1263,0.002
labourMarketUnemployedPersons,1.0,0.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,1.0,0.001,0.3173,0.002,0.4424,0.002,0.078,0.004,0.1007,0.004,0.0617,0.005
socioprofessionalCategoriesExecutives,1.0,0.003,NaN,NaN,0.3362,0.006,NaN,NaN,0.4609,0.005,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.008
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.002,0.1363,0.006,0.4626,0.003,0.0753,0.009,0.3263,0.004,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.002,NaN,NaN,NaN,NaN,NaN,NaN,0.1058,0.007,0.8462,0.003
socioprofessionalCategoriesIntermediate,1.0,0.001,0.0534,0.007,0.2977,0.003,0.1207,0.004,0.461,0.002,0.0674,0.006
socioprofessionalCategoriesSkilledNonManuals,1.0,0.002,NaN,NaN,0.838,0.002,0.1442,0.005,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.002,NaN,NaN,0.8281,0.003,0.1094,0.008,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.003,1.0,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.004,0.3776,0.006,0.4884,0.006,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.001,0.3111,0.002,0.4459,0.002,0.0798,0.004,0.0988,0.004,0.0644,0.005
