attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,29175,0.026,7474,0.117,13674,0.077,1920,0.260,3654,0.180,2453,0.230
sexMale,14942,0.075,3162,0.203,7226,0.127,824,0.420,2342,0.234,1389,0.319
sexFemale,14233,0.070,4312,0.158,6448,0.123,1096,0.338,1312,0.300,1063,0.344
age25_44,10363,0.102,1709,0.287,5269,0.156,786,0.432,1205,0.338,1393,0.319
age45_64,11550,0.083,2858,0.201,5229,0.141,822,0.392,1835,0.254,806,0.391
age65+,7262,0.118,2907,0.201,3176,0.191,312,0.642,613,0.465,253,0.729
citizenSwiss,22589,0.043,4576,0.154,11686,0.085,1263,0.318,3059,0.197,2004,0.252
citizenUE28_AELE,3998,0.178,1566,0.290,1344,0.324,313,0.689,434,0.556,341,0.643
citizenOtherEuropeanCountries,1948,0.278,933,0.386,569,0.569,315,0.683,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,640,0.488,399,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,19694,0.052,3923,0.169,10432,0.093,976,0.362,2653,0.214,1710,0.277
migratoryBackgroundSwissWith,2797,0.205,587,0.452,1224,0.323,287,0.685,405,0.556,294,0.642
migratoryBackgroundFirstGeneration,5763,0.148,2795,0.216,1493,0.324,541,0.518,486,0.537,448,0.587
migratoryBackgroundSecondGenerationAndMore,671,0.455,NaN,NaN,410,0.585,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,250,0.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,18474,0.059,3023,0.204,9371,0.104,1108,0.344,2820,0.207,2152,0.246
labourMarketUnemployedPersons,888,0.401,344,0.644,285,0.684,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,9813,0.096,4108,0.165,4018,0.167,642,0.454,745,0.418,301,0.687
socioprofessionalCategoriesExecutives,608,0.467,NaN,NaN,184,0.866,NaN,NaN,172,0.865,217,0.790
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,1682,0.274,288,0.684,843,0.392,NaN,NaN,407,0.557,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1613,0.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1379,0.309
socioprofessionalCategoriesIntermediate,5209,0.150,445,0.564,2039,0.255,344,0.611,2040,0.247,342,0.654
socioprofessionalCategoriesSkilledNonManuals,3978,0.173,NaN,NaN,3475,0.186,504,0.517,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2399,0.238,NaN,NaN,2204,0.249,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1748,0.271,1748,0.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1124,0.338,459,0.536,495,0.515,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,10701,0.091,4451,0.159,4303,0.161,813,0.411,834,0.400,301,0.687
