attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,214875.0,0.008,35512.0,0.056,85895.0,0.031,20600.0,0.075,31824.0,0.058,41043.0,0.05
sexMale,0.4842,0.027,0.3669,0.102,0.4816,0.051,0.3857,0.129,0.6198,0.076,0.5356,0.072
sexFemale,0.5158,0.024,0.6332,0.07,0.5184,0.047,0.6142,0.096,0.3802,0.098,0.4644,0.076
age25_44,0.321,0.038,0.2049,0.141,0.2822,0.071,0.3577,0.135,0.3479,0.105,0.4632,0.079
age45_64,0.3939,0.031,0.3508,0.1,0.4075,0.055,0.3126,0.138,0.4537,0.088,0.3973,0.083
age65+,0.2851,0.038,0.4442,0.085,0.3103,0.063,0.3296,0.13,0.1985,0.136,0.1395,0.143
citizenSwiss,0.7751,0.015,0.6068,0.072,0.8648,0.034,0.7396,0.087,0.8674,0.062,0.6792,0.062
citizenUE28_AELE,0.1421,0.061,0.1861,0.14,0.0905,0.128,0.1752,0.193,0.0984,0.199,0.2296,0.112
citizenOtherEuropeanCountries,0.048,0.12,0.1374,0.176,0.0309,0.24,0.0435,0.414,0.0202,0.477,0.0301,0.36
citizenOtherWorldwideCountries,0.0347,0.134,0.0698,0.241,0.0136,0.352,0.0416,0.405,0.0141,0.54,0.0611,0.225
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.614,0.02,0.4345,0.086,0.7329,0.038,0.5389,0.103,0.6982,0.07,0.4929,0.074
migratoryBackgroundSwissWith,0.1549,0.056,0.1665,0.143,0.1244,0.105,0.1972,0.173,0.1622,0.152,0.1818,0.126
migratoryBackgroundFirstGeneration,0.201,0.051,0.3735,0.101,0.1044,0.123,0.2409,0.167,0.1096,0.191,0.3048,0.098
migratoryBackgroundSecondGenerationAndMore,0.023,0.161,0.0166,0.477,0.0304,0.218,0.0194,0.563,0.023,0.426,0.0149,0.488
migratoryBackgroundUnknown,0.0071,0.288,0.009,0.646,0.0079,0.433,NaN,NaN,0.0071,0.731,0.0057,0.736
labourMarketEmployedPersons,0.5899,0.022,0.3454,0.102,0.5763,0.045,0.5038,0.109,0.728,0.069,0.7661,0.058
labourMarketUnemployedPersons,0.0264,0.156,0.0326,0.358,0.019,0.296,0.0319,0.474,0.0221,0.437,0.0372,0.292
labourMarketPersonsWithoutProfessionalActivity,0.3837,0.031,0.622,0.072,0.4048,0.055,0.4643,0.112,0.25,0.122,0.1967,0.123
socioprofessionalCategoriesExecutives,0.0319,0.131,0.0137,0.543,0.0186,0.276,0.0154,0.614,0.0502,0.273,0.0695,0.2
socioprofessionalCategoriesLiberalAndSimilar,0.0112,0.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0588,0.223
socioprofessionalCategoriesOtherSelfEmployed,0.0483,0.109,0.0256,0.392,0.0575,0.157,0.0505,0.357,0.0906,0.206,0.0148,0.508
socioprofessionalCategoriesIntellectualAndManagerial,0.1002,0.072,NaN,NaN,0.0139,0.322,0.015,0.647,0.0379,0.313,0.4562,0.077
socioprofessionalCategoriesIntermediate,0.17,0.054,0.0513,0.27,0.1015,0.117,0.13,0.213,0.5349,0.082,0.153,0.14
socioprofessionalCategoriesSkilledNonManuals,0.1336,0.062,0.0054,0.791,0.2797,0.068,0.218,0.166,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0413,0.122,0.0083,0.646,0.0868,0.132,0.0542,0.366,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0334,0.134,0.2023,0.134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0016,0.693,NaN,NaN,0.0025,0.876,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0185,0.18,0.0346,0.33,0.0159,0.302,0.0191,0.588,0.0131,0.56,0.0138,0.485
socioprofessionalCategoriesUnemployedOrNotWorking,0.4101,0.03,0.6546,0.071,0.4237,0.054,0.4962,0.109,0.272,0.117,0.2339,0.113
