attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,367893,0.7,72593,3.8,153996,2.3,33128,5.9,56997,4.3,51180,4.7
sexMale,183457,2.0,26622,6.9,76824,3.7,13184,9.9,37955,5.4,28871,6.5
sexFemale,184436,1.9,45970,4.9,77172,3.6,19944,7.6,19042,7.8,22308,7.2
age25_44,138230,2.6,16599,9.0,54532,4.6,13551,9.8,25034,6.9,28513,6.5
age45_64,140487,2.4,26082,6.9,64811,4.0,11269,10.3,21246,7.4,17079,8.3
age65+,89176,3.2,29911,6.1,34652,5.5,8308,11.8,10717,10.2,5587,14.3
citizenSwiss,277950,1.2,43107,5.0,128428,2.6,23058,7.1,49321,4.6,34036,5.7
citizenUE28_AELE,54507,4.7,11070,10.9,16979,8.8,6482,14.6,6356,14.2,13619,9.9
citizenOtherEuropeanCountries,26002,7.1,13839,9.9,7088,13.8,2519,23.1,899,39.0,1658,28.7
citizenOtherWorldwideCountries,9374,11.9,4577,17.4,1500,29.6,1038,35.1,421,54.4,1839,26.7
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,230963,1.5,32883,5.8,109343,2.9,18555,7.9,42827,5.0,27355,6.4
migratoryBackgroundSwissWith,45004,4.9,9795,11.0,18051,8.1,4379,16.5,6296,13.7,6483,13.5
migratoryBackgroundFirstGeneration,81835,3.7,28269,6.8,21010,7.9,9445,12.0,6372,14.2,16739,8.8
migratoryBackgroundSecondGenerationAndMore,7865,13.1,1158,35.1,4557,17.2,520,52.0,1225,32.8,405,59.0
migratoryBackgroundUnknown,2227,23.9,489,50.0,1034,34.8,229,79.5,277,69.0,198,78.9
labourMarketEmployedPersons,233895,1.6,27516,6.7,101544,3.1,19863,7.8,43261,5.1,41711,5.2
labourMarketUnemployedPersons,9315,12.1,2789,22.8,3855,18.8,896,39.8,721,42.3,1055,36.0
labourMarketPersonsWithoutProfessionalActivity,124683,2.6,42287,5.1,48597,4.7,12369,9.8,13015,9.4,8414,12.0
socioprofessionalCategoriesExecutives,10295,10.9,1170,34.0,2894,20.9,536,48.3,2607,21.6,3088,19.6
socioprofessionalCategoriesLiberalAndSimilar,3274,19.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3274,19.4
socioprofessionalCategoriesOtherSelfEmployed,18577,8.0,1818,27.0,10488,10.8,1586,28.0,4113,17.2,571,47.0
socioprofessionalCategoriesIntellectualAndManagerial,32070,6.0,330,61.4,1728,26.5,457,51.9,1991,24.5,27564,6.5
socioprofessionalCategoriesIntermediate,68674,3.9,3218,19.9,19633,7.8,5901,14.4,33491,5.8,6430,14.2
socioprofessionalCategoriesSkilledNonManuals,51161,4.6,263,68.4,43161,5.1,7736,12.8,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,23699,7.3,637,44.5,20235,7.9,2827,22.0,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,17373,8.6,17373,8.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,642,48.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,8130,12.4,2536,22.5,3242,19.8,696,43.5,988,35.4,668,43.3
socioprofessionalCategoriesUnemployedOrNotWorking,133998,2.5,45076,5.0,52452,4.5,13265,9.5,13736,9.1,9468,11.4
