attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,201089.0,0.009,0.1852,0.055,0.4404,0.03,0.0948,0.079,0.1557,0.059,0.124,0.067
sexMale,100661.0,0.027,0.1325,0.098,0.4301,0.05,0.0735,0.133,0.2147,0.073,0.1492,0.09
sexFemale,100428.0,0.026,0.238,0.07,0.4507,0.047,0.1161,0.102,0.0966,0.11,0.0986,0.109
age25_44,73735.0,0.035,0.1129,0.127,0.4163,0.061,0.1071,0.128,0.1786,0.096,0.1852,0.095
age45_64,81087.0,0.031,0.1757,0.093,0.4606,0.053,0.088,0.13,0.1655,0.093,0.1102,0.115
age65+,46267.0,0.047,0.3172,0.091,0.4432,0.075,0.087,0.177,0.1022,0.16,0.0504,0.226
citizenSwiss,150067.0,0.017,0.1468,0.073,0.4906,0.034,0.0861,0.096,0.1745,0.065,0.1021,0.087
citizenUE28_AELE,37230.0,0.055,0.2176,0.126,0.3042,0.106,0.1292,0.167,0.1243,0.169,0.2246,0.122
citizenOtherEuropeanCountries,10777.0,0.113,0.5139,0.158,0.2923,0.214,0.0891,0.388,0.0287,0.691,0.0761,0.413
citizenOtherWorldwideCountries,2975.0,0.206,0.5156,0.287,0.1529,0.518,0.1254,0.584,0.0639,0.794,0.1422,0.572
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,124142.0,0.021,0.1324,0.085,0.5002,0.039,0.0851,0.107,0.1808,0.071,0.1015,0.096
migratoryBackgroundSwissWith,24565.0,0.068,0.2135,0.155,0.4347,0.106,0.0957,0.23,0.1487,0.183,0.1074,0.214
migratoryBackgroundFirstGeneration,46385.0,0.048,0.3104,0.094,0.2685,0.102,0.1271,0.151,0.0913,0.176,0.2027,0.115
migratoryBackgroundSecondGenerationAndMore,4558.0,0.172,0.1786,0.426,0.5268,0.236,0.0544,0.736,0.1959,0.388,0.0445,0.795
migratoryBackgroundUnknown,1439.0,0.298,0.2377,0.611,0.6421,0.373,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,130236.0,0.021,0.1148,0.091,0.4446,0.041,0.0911,0.102,0.1933,0.067,0.1562,0.075
labourMarketUnemployedPersons,4337.0,0.176,0.1593,0.445,0.3572,0.293,0.0929,0.584,0.2075,0.389,0.1831,0.425
labourMarketPersonsWithoutProfessionalActivity,66516.0,0.037,0.3247,0.074,0.4375,0.062,0.1021,0.136,0.0787,0.153,0.057,0.182
socioprofessionalCategoriesExecutives,5893.0,0.145,0.111,0.458,0.2382,0.294,0.0533,0.688,0.3431,0.247,0.2545,0.288
socioprofessionalCategoriesLiberalAndSimilar,2131.0,0.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.239
socioprofessionalCategoriesOtherSelfEmployed,12809.0,0.097,0.0973,0.328,0.5432,0.134,0.1002,0.318,0.2183,0.21,0.0411,0.483
socioprofessionalCategoriesIntellectualAndManagerial,15115.0,0.088,0.011,0.865,0.0572,0.38,0.0126,0.789,0.0627,0.367,0.8566,0.095
socioprofessionalCategoriesIntermediate,37974.0,0.053,0.0431,0.283,0.2757,0.108,0.101,0.177,0.5021,0.078,0.078,0.211
socioprofessionalCategoriesSkilledNonManuals,28706.0,0.062,0.0056,0.864,0.8553,0.068,0.1391,0.178,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,13937.0,0.096,0.0247,0.612,0.8441,0.105,0.1313,0.276,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,8999.0,0.119,1.0,0.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,315.0,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,4357.0,0.171,0.3911,0.277,0.3991,0.274,0.0794,0.612,0.0675,0.646,0.0631,0.684
socioprofessionalCategoriesUnemployedOrNotWorking,70853.0,0.036,0.3146,0.073,0.4326,0.06,0.1015,0.133,0.0866,0.142,0.0647,0.167
