attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,508999.0,0.004,0.1721,0.025,0.3535,0.015,0.082,0.038,0.2212,0.021,0.1712,0.024
sexMale,253914.0,0.012,0.1409,0.042,0.3353,0.025,0.0696,0.061,0.2609,0.028,0.1933,0.034
sexFemale,255085.0,0.011,0.2031,0.033,0.3716,0.023,0.0943,0.05,0.1817,0.034,0.1492,0.039
age25_44,189124.0,0.016,0.1261,0.054,0.3392,0.03,0.0935,0.062,0.2093,0.039,0.2319,0.037
age45_64,198719.0,0.014,0.1608,0.044,0.351,0.027,0.0721,0.064,0.2499,0.033,0.1662,0.041
age65+,121156.0,0.019,0.2623,0.042,0.3801,0.034,0.0803,0.076,0.1927,0.049,0.0847,0.074
citizenSwiss,379880.0,0.007,0.1162,0.035,0.3958,0.017,0.0684,0.047,0.2568,0.022,0.1627,0.029
citizenUE28_AELE,80462.0,0.027,0.2531,0.056,0.2518,0.057,0.1301,0.081,0.1405,0.075,0.2246,0.059
citizenOtherEuropeanCountries,34851.0,0.045,0.4913,0.065,0.2149,0.1,0.1125,0.137,0.0797,0.163,0.1016,0.139
citizenOtherWorldwideCountries,13729.0,0.07,0.4311,0.11,0.1299,0.199,0.099,0.233,0.0688,0.265,0.2713,0.131
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,308211.0,0.009,0.1035,0.042,0.4107,0.019,0.061,0.055,0.2698,0.025,0.155,0.034
migratoryBackgroundSwissWith,69314.0,0.028,0.1693,0.071,0.3293,0.05,0.1019,0.091,0.1992,0.065,0.2004,0.064
migratoryBackgroundFirstGeneration,115515.0,0.022,0.3529,0.04,0.2004,0.053,0.1288,0.068,0.1055,0.073,0.2124,0.05
migratoryBackgroundSecondGenerationAndMore,13471.0,0.072,0.1947,0.167,0.4721,0.105,0.0641,0.293,0.2093,0.154,0.06,0.285
migratoryBackgroundUnknown,2488.0,0.155,0.2283,0.327,0.4128,0.244,0.0458,0.719,0.248,0.309,0.0651,0.602
labourMarketEmployedPersons,326320.0,0.009,0.113,0.041,0.3487,0.021,0.077,0.05,0.25,0.025,0.2113,0.028
labourMarketUnemployedPersons,17048.0,0.063,0.2136,0.144,0.3321,0.11,0.1225,0.184,0.1531,0.158,0.1787,0.148
labourMarketPersonsWithoutProfessionalActivity,165632.0,0.016,0.2842,0.035,0.3651,0.03,0.0878,0.064,0.1715,0.044,0.0914,0.062
socioprofessionalCategoriesExecutives,9118.0,0.081,0.0902,0.285,0.149,0.215,0.0597,0.346,0.2736,0.155,0.4275,0.122
socioprofessionalCategoriesLiberalAndSimilar,6551.0,0.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.095
socioprofessionalCategoriesOtherSelfEmployed,29250.0,0.045,0.1037,0.146,0.4185,0.07,0.0772,0.165,0.3642,0.074,0.0364,0.243
socioprofessionalCategoriesIntellectualAndManagerial,56577.0,0.031,0.0063,0.417,0.069,0.124,0.0212,0.228,0.1532,0.082,0.7503,0.036
socioprofessionalCategoriesIntermediate,107058.0,0.022,0.0486,0.114,0.1851,0.055,0.0815,0.084,0.5525,0.03,0.1323,0.066
socioprofessionalCategoriesSkilledNonManuals,61293.0,0.03,0.0218,0.219,0.86,0.032,0.1182,0.095,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,28164.0,0.047,0.0648,0.19,0.772,0.054,0.1631,0.123,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,22441.0,0.054,1.0,0.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,657.0,0.343,0.2405,0.679,0.3714,0.528,0.2481,0.788,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,5210.0,0.112,0.3238,0.198,0.3434,0.191,0.0745,0.418,0.1102,0.328,0.1484,0.289
socioprofessionalCategoriesUnemployedOrNotWorking,182679.0,0.015,0.2776,0.034,0.362,0.028,0.091,0.06,0.1698,0.042,0.0996,0.057
