attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,561976,0.4,129081,2.0,157416,1.7,57381,3.1,64520,2.8,153578,1.7
sexMale,271575,1.1,55786,3.3,78653,2.6,21695,5.3,38092,3.8,77348,2.6
sexFemale,290401,1.1,73295,2.7,78762,2.5,35686,4.0,26428,4.6,76229,2.6
age25_44,225497,1.4,39510,4.1,50231,3.4,24465,5.1,22921,5.1,88369,2.5
age45_64,210306,1.4,49317,3.4,64876,2.8,19932,5.4,26873,4.5,49308,3.3
age65+,126173,1.9,40254,3.6,42308,3.5,12984,6.4,14726,6.0,15900,5.8
citizenSwiss,377361,0.8,62290,2.9,131520,1.8,40742,3.6,51485,3.2,91324,2.3
citizenUE28_AELE,135280,2.0,45890,3.7,20334,5.5,11312,7.6,10699,7.6,47045,3.5
citizenOtherEuropeanCountries,18634,6.2,9645,8.7,2597,16.8,2271,18.0,641,33.3,3480,14.1
citizenOtherWorldwideCountries,30639,4.7,11214,8.0,2944,15.7,3056,15.4,1696,20.2,11728,7.6
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,277344,1.1,41170,3.6,107153,2.1,28443,4.4,39478,3.6,61100,2.9
migratoryBackgroundSwissWith,97561,2.2,20277,5.3,23463,4.9,12082,6.9,11729,6.9,30009,4.3
migratoryBackgroundFirstGeneration,176010,1.7,65300,3.1,22285,5.4,15748,6.5,11895,7.3,60782,3.1
migratoryBackgroundSecondGenerationAndMore,8258,8.8,1276,23.5,3537,13.5,871,27.4,1121,23.3,1453,20.9
migratoryBackgroundUnknown,2803,14.7,1057,24.5,978,24.8,236,51.1,298,43.8,234,49.2
labourMarketEmployedPersons,346698,0.9,58581,3.2,93131,2.3,33364,4.2,44266,3.5,117356,2.0
labourMarketUnemployedPersons,26543,4.9,7500,9.7,5835,10.5,3101,14.8,1927,18.3,8181,8.9
labourMarketPersonsWithoutProfessionalActivity,188734,1.5,63000,3.0,58450,3.0,20916,5.2,18327,5.5,28041,4.5
socioprofessionalCategoriesExecutives,19933,5.3,1335,22.1,3891,12.0,1040,23.5,4202,11.6,9465,7.7
socioprofessionalCategoriesLiberalAndSimilar,10091,7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10091,7.5
socioprofessionalCategoriesOtherSelfEmployed,27914,4.5,4973,11.2,11104,7.3,3234,13.7,6105,9.7,2497,15.7
socioprofessionalCategoriesIntellectualAndManagerial,80300,2.5,674,30.6,2668,14.6,1421,20.4,2771,14.3,72766,2.7
socioprofessionalCategoriesIntermediate,82922,2.5,7625,9.1,17112,5.8,8560,8.3,30485,4.3,19139,5.6
socioprofessionalCategoriesSkilledNonManuals,58440,3.1,831,27.0,42646,3.6,14963,6.3,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,17967,5.8,1841,18.5,13261,6.8,2865,15.1,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,38244,4.0,38244,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,954,27.0,291,49.3,304,47.7,269,50.9,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,9933,7.9,2766,15.3,2145,16.4,1012,24.7,688,29.1,3322,13.9
socioprofessionalCategoriesUnemployedOrNotWorking,215278,1.4,70500,2.8,64285,2.8,24017,4.9,20254,5.2,36222,4.0
