attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,11269.0,0.048,3100.0,0.198,4877.0,0.13,1015.0,0.349,1336.0,0.292,941.0,0.362
sexMale,0.5244,0.116,0.4645,0.31,0.5473,0.199,0.3291,0.64,0.6422,0.378,0.6482,0.462
sexFemale,0.4756,0.124,0.5358,0.286,0.4527,0.221,0.6709,0.427,0.3578,0.492,0.3518,0.608
age25_44,0.3512,0.15,0.191,0.499,0.3619,0.245,0.4236,0.532,0.5292,0.404,0.4931,0.509
age45_64,0.3964,0.137,0.2771,0.377,0.5145,0.203,0.2857,0.639,0.378,0.491,0.3231,0.641
age65+,0.2524,0.217,0.5323,0.298,0.1236,0.509,0.2906,0.724,NaN,NaN,NaN,NaN
citizenSwiss,0.8512,0.062,0.7671,0.228,0.888,0.138,0.8828,0.37,0.875,0.308,0.8682,0.385
citizenUE28_AELE,0.0898,0.384,0.1132,0.68,0.0779,0.64,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherEuropeanCountries,0.0307,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0283,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.8239,0.065,0.7323,0.234,0.8682,0.141,0.7813,0.395,0.875,0.308,0.8682,0.385
migratoryBackgroundSwissWith,0.0244,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundFirstGeneration,0.1413,0.31,0.2332,0.476,0.0943,0.611,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6571,0.086,0.38,0.333,0.7583,0.155,0.6739,0.425,0.8286,0.319,0.7832,0.402
labourMarketUnemployedPersons,0.0194,0.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,0.3235,0.18,0.62,0.269,0.2182,0.36,0.2975,0.684,0.146,0.864,NaN,NaN
socioprofessionalCategoriesExecutives,0.0311,0.577,NaN,NaN,0.0312,0.86,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,0.0816,0.361,NaN,NaN,0.1025,0.492,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.0588,0.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6334,0.447
socioprofessionalCategoriesIntermediate,0.1478,0.257,NaN,NaN,0.1267,0.447,NaN,NaN,0.6347,0.369,NaN,NaN
socioprofessionalCategoriesSkilledNonManuals,0.1429,0.261,NaN,NaN,0.2549,0.301,0.331,0.609,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0932,0.328,NaN,NaN,0.1952,0.346,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0603,0.453,0.219,0.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0313,0.617,NaN,NaN,0.0318,0.861,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.3429,0.172,0.62,0.269,0.2417,0.34,0.3261,0.645,0.1714,0.789,0.2168,0.866
