attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,39525,0.022,8099,0.116,16378,0.072,4046,0.175,6156,0.137,4846,0.160
sexMale,19795,0.063,2532,0.228,8493,0.114,1689,0.285,4177,0.171,2903,0.213
sexFemale,19730,0.061,5567,0.142,7884,0.117,2356,0.231,1979,0.253,1944,0.256
age25_44,13500,0.087,1830,0.276,5227,0.155,1832,0.275,2071,0.254,2540,0.231
age45_64,16352,0.073,2898,0.210,7173,0.125,1409,0.305,3107,0.200,1765,0.269
age65+,9673,0.099,3371,0.182,3978,0.168,804,0.384,979,0.349,541,0.481
citizenSwiss,32600,0.034,5814,0.139,14398,0.079,3375,0.193,5372,0.148,3642,0.187
citizenUE28_AELE,4993,0.156,1102,0.339,1501,0.295,561,0.500,659,0.456,1171,0.339
citizenOtherEuropeanCountries,1053,0.371,731,0.444,199,0.868,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,879,0.414,453,0.587,281,0.737,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,28541,0.042,4771,0.155,12824,0.086,3064,0.204,4799,0.157,3082,0.205
migratoryBackgroundSwissWith,3951,0.174,1042,0.350,1501,0.291,311,0.643,537,0.497,560,0.486
migratoryBackgroundFirstGeneration,6386,0.137,2135,0.251,1671,0.282,633,0.469,743,0.433,1204,0.334
migratoryBackgroundSecondGenerationAndMore,496,0.536,NaN,NaN,309,0.685,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,26078,0.048,3453,0.193,10841,0.098,2624,0.224,5018,0.155,4140,0.175
labourMarketUnemployedPersons,889,0.402,230,0.791,386,0.616,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,12559,0.085,4416,0.160,5150,0.147,1302,0.311,1061,0.338,630,0.454
socioprofessionalCategoriesExecutives,1178,0.333,NaN,NaN,328,0.644,NaN,NaN,247,0.731,424,0.556
socioprofessionalCategoriesLiberalAndSimilar,511,0.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,511,0.516
socioprofessionalCategoriesOtherSelfEmployed,2836,0.211,223,0.790,1359,0.309,324,0.643,817,0.400,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,2954,0.209,NaN,NaN,NaN,NaN,NaN,NaN,319,0.642,2458,0.231
socioprofessionalCategoriesIntermediate,7066,0.129,406,0.582,1808,0.269,825,0.410,3531,0.189,495,0.536
socioprofessionalCategoriesSkilledNonManuals,5503,0.148,NaN,NaN,4555,0.164,877,0.392,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2807,0.218,NaN,NaN,2411,0.235,352,0.645,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,2194,0.245,2194,0.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,996,0.362,332,0.646,311,0.643,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,13447,0.081,4646,0.156,5536,0.142,1421,0.299,1138,0.328,706,0.431
