attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,27228.0,0.026,5076.0,0.151,12165.0,0.078,2147.0,0.236,4799.0,0.147,3041.0,0.197
sexMale,0.5097,0.073,0.3928,0.256,0.5169,0.127,0.4448,0.37,0.5937,0.2,0.589,0.265
sexFemale,0.4903,0.073,0.6072,0.198,0.483,0.127,0.5557,0.315,0.4063,0.239,0.411,0.31
age25_44,0.3506,0.101,0.2082,0.385,0.3413,0.165,0.4089,0.394,0.4661,0.231,0.4022,0.328
age45_64,0.4124,0.079,0.343,0.253,0.4537,0.129,0.4262,0.349,0.3828,0.24,0.3995,0.304
age65+,0.237,0.129,0.4488,0.236,0.205,0.221,0.1649,0.608,0.1509,0.417,0.1983,0.481
citizenSwiss,0.8515,0.036,0.6931,0.177,0.9296,0.082,0.7876,0.259,0.9219,0.153,0.7376,0.225
citizenUE28_AELE,0.1058,0.217,0.1816,0.4,0.0611,0.432,0.1267,0.73,0.0627,0.688,0.2114,0.481
citizenOtherEuropeanCountries,0.0203,0.561,0.0747,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0224,0.5,0.0508,0.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7772,0.043,0.6328,0.187,0.878,0.086,0.6544,0.286,0.8631,0.159,0.5663,0.262
migratoryBackgroundSwissWith,0.0729,0.234,0.0603,0.609,0.0486,0.441,0.1332,0.643,0.0588,0.643,0.1713,0.466
migratoryBackgroundFirstGeneration,0.1415,0.189,0.2916,0.324,0.0676,0.411,0.2124,0.583,0.0621,0.688,0.2624,0.43
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6966,0.051,0.4801,0.227,0.7062,0.101,0.8472,0.255,0.8025,0.167,0.7461,0.226
labourMarketUnemployedPersons,0.0208,0.503,NaN,NaN,0.0133,0.868,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,0.2826,0.114,0.4864,0.224,0.2805,0.181,0.1332,0.693,0.1836,0.367,0.2131,0.467
socioprofessionalCategoriesExecutives,0.0209,0.453,0.0319,0.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,0.0187,0.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1674,0.482
socioprofessionalCategoriesOtherSelfEmployed,0.097,0.205,0.0532,0.689,0.1049,0.301,0.1476,0.609,0.1548,0.399,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.0603,0.265,NaN,NaN,NaN,NaN,NaN,NaN,0.0292,0.873,0.4311,0.301
socioprofessionalCategoriesIntermediate,0.1924,0.141,0.0658,0.62,0.1158,0.29,0.2962,0.43,0.5645,0.204,NaN,NaN
socioprofessionalCategoriesSkilledNonManuals,0.136,0.168,NaN,NaN,0.263,0.182,0.2217,0.517,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0851,0.226,NaN,NaN,0.1707,0.239,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0419,0.341,0.2248,0.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0397,0.341,0.0479,0.752,0.0339,0.536,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.3034,0.109,0.5199,0.218,0.2938,0.177,0.1528,0.652,0.1973,0.354,0.2539,0.43
