attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,201089.0,0.009,37240.0,0.055,88551.0,0.03,19058.0,0.079,31315.0,0.059,24925.0,0.067
sexMale,0.5006,0.027,0.3581,0.098,0.4889,0.05,0.3883,0.133,0.6901,0.073,0.6027,0.09
sexFemale,0.4994,0.026,0.6419,0.07,0.5111,0.047,0.6117,0.102,0.3099,0.11,0.3973,0.109
age25_44,0.3667,0.035,0.2234,0.127,0.3467,0.061,0.4142,0.128,0.4205,0.096,0.5479,0.095
age45_64,0.4032,0.031,0.3825,0.093,0.4218,0.053,0.3745,0.13,0.4286,0.093,0.3585,0.115
age65+,0.2301,0.047,0.3941,0.091,0.2316,0.075,0.2113,0.177,0.151,0.16,0.0936,0.226
citizenSwiss,0.7463,0.017,0.5915,0.073,0.8314,0.034,0.6777,0.096,0.8363,0.065,0.6146,0.087
citizenUE28_AELE,0.1851,0.055,0.2175,0.126,0.1279,0.106,0.2524,0.167,0.1478,0.169,0.3355,0.122
citizenOtherEuropeanCountries,0.0536,0.113,0.1487,0.158,0.0356,0.214,0.0504,0.388,0.0099,0.691,0.0329,0.413
citizenOtherWorldwideCountries,0.0148,0.206,0.0412,0.287,0.0051,0.518,0.0196,0.584,0.0061,0.794,0.017,0.572
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6173,0.021,0.4415,0.085,0.7012,0.039,0.5544,0.107,0.7166,0.071,0.5056,0.096
migratoryBackgroundSwissWith,0.1222,0.068,0.1408,0.155,0.1206,0.106,0.1233,0.23,0.1167,0.183,0.1058,0.214
migratoryBackgroundFirstGeneration,0.2307,0.048,0.3867,0.094,0.1406,0.102,0.3094,0.151,0.1352,0.176,0.3772,0.115
migratoryBackgroundSecondGenerationAndMore,0.0227,0.172,0.0219,0.426,0.0271,0.236,0.013,0.736,0.0285,0.388,0.0081,0.795
migratoryBackgroundUnknown,0.0072,0.298,0.0092,0.611,0.0104,0.373,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6477,0.021,0.4014,0.091,0.6539,0.041,0.6227,0.102,0.804,0.067,0.8161,0.075
labourMarketUnemployedPersons,0.0216,0.176,0.0186,0.445,0.0175,0.293,0.0211,0.584,0.0287,0.389,0.0319,0.425
labourMarketPersonsWithoutProfessionalActivity,0.3308,0.037,0.58,0.074,0.3286,0.062,0.3562,0.136,0.1672,0.153,0.152,0.182
socioprofessionalCategoriesExecutives,0.0293,0.145,0.0176,0.458,0.0159,0.294,0.0165,0.688,0.0646,0.247,0.0602,0.288
socioprofessionalCategoriesLiberalAndSimilar,0.0106,0.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0855,0.239
socioprofessionalCategoriesOtherSelfEmployed,0.0637,0.097,0.0335,0.328,0.0786,0.134,0.0673,0.318,0.0893,0.21,0.0211,0.483
socioprofessionalCategoriesIntellectualAndManagerial,0.0752,0.088,0.0045,0.865,0.0098,0.38,0.01,0.789,0.0302,0.367,0.5195,0.095
socioprofessionalCategoriesIntermediate,0.1888,0.053,0.044,0.283,0.1182,0.108,0.2012,0.177,0.6089,0.078,0.1188,0.211
socioprofessionalCategoriesSkilledNonManuals,0.1428,0.062,0.0043,0.864,0.2773,0.068,0.2095,0.178,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0693,0.096,0.0092,0.612,0.1328,0.105,0.096,0.276,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0448,0.119,0.2416,0.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0016,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0217,0.171,0.0458,0.277,0.0196,0.274,0.0182,0.612,0.0094,0.646,0.011,0.684
socioprofessionalCategoriesUnemployedOrNotWorking,0.3523,0.036,0.5986,0.073,0.3461,0.06,0.3773,0.133,0.196,0.142,0.1839,0.167
