attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,203868.0,0.009,36176.0,0.055,88186.0,0.03,20235.0,0.076,32569.0,0.057,26702.0,0.064
sexMale,0.5011,0.027,0.3555,0.1,0.5035,0.049,0.4212,0.125,0.6712,0.072,0.5437,0.09
sexFemale,0.4989,0.026,0.6445,0.069,0.4965,0.047,0.5788,0.1,0.3288,0.103,0.4563,0.097
age25_44,0.3668,0.035,0.2455,0.123,0.3451,0.062,0.4126,0.126,0.4058,0.095,0.5208,0.093
age45_64,0.3991,0.031,0.3562,0.098,0.4205,0.053,0.3556,0.13,0.4423,0.089,0.367,0.108
age65+,0.234,0.044,0.3983,0.088,0.2344,0.073,0.2318,0.157,0.1519,0.155,0.1123,0.198
citizenSwiss,0.7436,0.017,0.6023,0.071,0.828,0.034,0.619,0.096,0.8391,0.063,0.6343,0.082
citizenUE28_AELE,0.185,0.054,0.1802,0.141,0.1345,0.103,0.3146,0.145,0.143,0.164,0.3117,0.121
citizenOtherEuropeanCountries,0.0571,0.107,0.1804,0.144,0.0327,0.221,0.0518,0.359,0.0108,0.617,0.0309,0.404
citizenOtherWorldwideCountries,0.0138,0.226,0.036,0.34,0.0048,0.559,0.0116,0.791,0.007,0.795,0.0231,0.472
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6147,0.021,0.4471,0.084,0.709,0.038,0.4929,0.109,0.7137,0.069,0.5021,0.093
migratoryBackgroundSwissWith,0.1234,0.066,0.1479,0.15,0.1123,0.109,0.1197,0.224,0.1223,0.174,0.1311,0.184
migratoryBackgroundFirstGeneration,0.2346,0.048,0.383,0.097,0.1429,0.1,0.3609,0.135,0.1447,0.164,0.3502,0.115
migratoryBackgroundSecondGenerationAndMore,0.0214,0.172,0.0126,0.538,0.0291,0.227,0.02,0.558,0.0162,0.484,0.0155,0.561
migratoryBackgroundUnknown,0.0059,0.323,0.0094,0.615,0.0067,0.455,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6535,0.02,0.3829,0.094,0.6665,0.04,0.6318,0.098,0.8029,0.065,0.8113,0.072
labourMarketUnemployedPersons,0.0246,0.165,0.0401,0.31,0.022,0.266,0.0231,0.564,0.011,0.582,0.03,0.414
labourMarketPersonsWithoutProfessionalActivity,0.3219,0.037,0.577,0.074,0.3115,0.063,0.3451,0.131,0.1861,0.142,0.1587,0.17
socioprofessionalCategoriesExecutives,0.0313,0.137,0.0093,0.612,0.0178,0.285,0.0251,0.519,0.0594,0.249,0.0758,0.241
socioprofessionalCategoriesLiberalAndSimilar,0.0078,0.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0593,0.276
socioprofessionalCategoriesOtherSelfEmployed,0.0611,0.098,0.0329,0.339,0.0746,0.137,0.0373,0.404,0.1121,0.184,0.0109,0.651
socioprofessionalCategoriesIntellectualAndManagerial,0.0787,0.084,NaN,NaN,0.0115,0.341,0.008,0.863,0.0468,0.281,0.4979,0.093
socioprofessionalCategoriesIntermediate,0.1941,0.051,0.0564,0.251,0.1289,0.103,0.179,0.184,0.5694,0.078,0.1494,0.18
socioprofessionalCategoriesSkilledNonManuals,0.1426,0.061,NaN,NaN,0.2776,0.067,0.2238,0.168,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0734,0.092,0.0093,0.611,0.1356,0.103,0.1312,0.229,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0416,0.122,0.2346,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0224,0.165,0.0363,0.314,0.02,0.265,0.0255,0.503,0.0152,0.501,0.0181,0.52
socioprofessionalCategoriesUnemployedOrNotWorking,0.3465,0.035,0.6171,0.072,0.3335,0.061,0.3682,0.128,0.1971,0.137,0.1887,0.157
