attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,197937.0,0.01,42453.0,0.052,82729.0,0.031,16862.0,0.085,29605.0,0.061,26287.0,0.067
sexMale,0.4946,0.029,0.3842,0.093,0.4863,0.053,0.3448,0.154,0.6832,0.077,0.5828,0.092
sexFemale,0.5054,0.026,0.6158,0.066,0.5137,0.048,0.6552,0.103,0.3168,0.112,0.4172,0.105
age25_44,0.3489,0.039,0.2496,0.12,0.3156,0.069,0.3833,0.146,0.3867,0.106,0.5493,0.096
age45_64,0.4041,0.032,0.3471,0.092,0.4384,0.053,0.3874,0.136,0.4367,0.096,0.3622,0.113
age65+,0.247,0.044,0.4034,0.083,0.246,0.073,0.2293,0.175,0.1766,0.148,0.0886,0.224
citizenSwiss,0.7893,0.015,0.59,0.066,0.8633,0.034,0.7754,0.094,0.9023,0.064,0.7595,0.076
citizenUE28_AELE,0.1223,0.075,0.1617,0.145,0.0982,0.132,0.1397,0.253,0.0774,0.253,0.1741,0.179
citizenOtherEuropeanCountries,0.0612,0.118,0.1737,0.152,0.0334,0.255,0.0631,0.397,0.0133,0.69,0.0192,0.586
citizenOtherWorldwideCountries,0.0273,0.168,0.0746,0.22,0.005,0.618,0.0219,0.648,0.007,0.871,0.0472,0.354
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6849,0.019,0.4895,0.073,0.7778,0.037,0.6331,0.105,0.7939,0.069,0.6188,0.086
migratoryBackgroundSwissWith,0.0998,0.075,0.0955,0.172,0.0801,0.135,0.1403,0.227,0.1047,0.197,0.1371,0.185
migratoryBackgroundFirstGeneration,0.1851,0.061,0.3764,0.097,0.1037,0.134,0.2136,0.208,0.082,0.249,0.2301,0.157
migratoryBackgroundSecondGenerationAndMore,0.0254,0.173,0.0336,0.336,0.0325,0.235,0.0111,0.865,0.0157,0.591,0.0103,0.737
migratoryBackgroundUnknown,0.0047,0.366,0.005,0.791,0.0059,0.5,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.633,0.022,0.3873,0.091,0.6518,0.043,0.6152,0.111,0.7925,0.07,0.8024,0.076
labourMarketUnemployedPersons,0.0289,0.161,0.0413,0.304,0.0248,0.267,0.0194,0.694,0.0231,0.451,0.0342,0.397
labourMarketPersonsWithoutProfessionalActivity,0.3381,0.036,0.5714,0.07,0.3234,0.063,0.3653,0.14,0.1844,0.147,0.1634,0.172
socioprofessionalCategoriesExecutives,0.0272,0.156,0.0165,0.461,0.0171,0.31,0.0187,0.648,0.0517,0.292,0.0546,0.302
socioprofessionalCategoriesLiberalAndSimilar,0.0091,0.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0682,0.263
socioprofessionalCategoriesOtherSelfEmployed,0.0447,0.118,0.0217,0.382,0.0548,0.164,0.0449,0.426,0.0785,0.233,0.012,0.646
socioprofessionalCategoriesIntellectualAndManagerial,0.0836,0.087,0.0057,0.801,0.0112,0.383,0.0149,0.734,0.0537,0.285,0.5148,0.096
socioprofessionalCategoriesIntermediate,0.1773,0.057,0.0491,0.265,0.1177,0.114,0.1731,0.205,0.5789,0.084,0.1222,0.209
socioprofessionalCategoriesSkilledNonManuals,0.1433,0.063,0.0054,0.731,0.2947,0.068,0.223,0.186,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0641,0.102,0.0134,0.503,0.1261,0.113,0.0998,0.295,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0454,0.124,0.2116,0.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0015,0.768,0.0053,0.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0368,0.134,0.0586,0.237,0.0296,0.23,0.0409,0.435,0.0297,0.372,0.0294,0.424
socioprofessionalCategoriesUnemployedOrNotWorking,0.367,0.035,0.6127,0.068,0.3482,0.061,0.3848,0.137,0.2075,0.139,0.1976,0.158
