attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,203751.0,0.009,37739.0,0.054,89899.0,0.029,18361.0,0.081,31361.0,0.058,26392.0,0.065
sexMale,0.4969,0.028,0.3358,0.105,0.5058,0.048,0.4512,0.13,0.6431,0.075,0.5554,0.092
sexFemale,0.5031,0.025,0.6642,0.067,0.4942,0.046,0.5488,0.107,0.3569,0.101,0.4446,0.099
age25_44,0.3498,0.037,0.2374,0.127,0.322,0.065,0.3711,0.144,0.3792,0.102,0.5552,0.093
age45_64,0.3954,0.031,0.3481,0.098,0.4207,0.051,0.3575,0.136,0.4499,0.089,0.3381,0.113
age65+,0.2549,0.042,0.4145,0.085,0.2573,0.068,0.2713,0.154,0.171,0.147,0.1068,0.204
citizenSwiss,0.778,0.015,0.5715,0.071,0.8457,0.032,0.7144,0.094,0.8796,0.062,0.7664,0.074
citizenUE28_AELE,0.1262,0.071,0.1719,0.144,0.0958,0.126,0.1843,0.212,0.0909,0.221,0.1657,0.179
citizenOtherEuropeanCountries,0.065,0.106,0.186,0.147,0.0444,0.198,0.0597,0.381,0.0148,0.566,0.0258,0.498
citizenOtherWorldwideCountries,0.0306,0.151,0.0706,0.232,0.0137,0.349,0.0416,0.449,0.0147,0.54,0.0421,0.35
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.672,0.019,0.4509,0.081,0.7485,0.036,0.5928,0.103,0.7872,0.066,0.6455,0.082
migratoryBackgroundSwissWith,0.1,0.073,0.1168,0.164,0.0894,0.121,0.1108,0.243,0.0873,0.21,0.1196,0.192
migratoryBackgroundFirstGeneration,0.1944,0.056,0.4001,0.095,0.1175,0.116,0.2679,0.177,0.104,0.207,0.2182,0.156
migratoryBackgroundSecondGenerationAndMore,0.0272,0.162,0.0263,0.399,0.0368,0.21,0.0177,0.646,0.0164,0.519,0.0153,0.637
migratoryBackgroundUnknown,0.0064,0.31,0.0058,0.794,0.0078,0.423,0.0108,0.79,0.0051,0.868,NaN,NaN
labourMarketEmployedPersons,0.6273,0.021,0.3876,0.094,0.6326,0.041,0.5855,0.109,0.7705,0.067,0.8112,0.073
labourMarketUnemployedPersons,0.0255,0.166,0.0381,0.321,0.021,0.277,0.0258,0.568,0.0199,0.457,0.0293,0.444
labourMarketPersonsWithoutProfessionalActivity,0.3472,0.035,0.5743,0.073,0.3464,0.058,0.3888,0.131,0.2095,0.135,0.1596,0.171
socioprofessionalCategoriesExecutives,0.0268,0.15,0.0134,0.52,0.0143,0.31,0.0204,0.66,0.0541,0.265,0.0605,0.273
socioprofessionalCategoriesLiberalAndSimilar,0.0075,0.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0583,0.279
socioprofessionalCategoriesOtherSelfEmployed,0.0486,0.11,0.0196,0.438,0.0599,0.149,0.0507,0.375,0.0768,0.222,0.0169,0.574
socioprofessionalCategoriesIntellectualAndManagerial,0.0775,0.085,0.0059,0.793,0.0107,0.353,0.0158,0.646,0.0371,0.322,0.4983,0.094
socioprofessionalCategoriesIntermediate,0.1892,0.052,0.0537,0.261,0.1213,0.105,0.1728,0.199,0.5954,0.078,0.1432,0.189
socioprofessionalCategoriesSkilledNonManuals,0.1432,0.061,NaN,NaN,0.2809,0.066,0.2062,0.184,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0673,0.097,0.0111,0.587,0.1296,0.105,0.09,0.301,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0448,0.119,0.2419,0.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0217,0.173,0.0384,0.315,0.016,0.295,0.0271,0.52,0.0071,0.73,0.031,0.406
socioprofessionalCategoriesUnemployedOrNotWorking,0.3727,0.033,0.6124,0.071,0.3674,0.057,0.4145,0.128,0.2295,0.129,0.1889,0.159
