attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,205951.0,0.009,37811.0,0.055,78179.0,0.033,15604.0,0.09,45237.0,0.047,29120.0,0.061
sexMale,0.4967,0.027,0.3811,0.097,0.4846,0.054,0.4446,0.141,0.5956,0.064,0.5538,0.085
sexFemale,0.5033,0.026,0.6189,0.071,0.5154,0.05,0.5554,0.119,0.4044,0.077,0.4462,0.095
age25_44,0.3508,0.037,0.2599,0.126,0.3338,0.069,0.37,0.161,0.3613,0.086,0.4883,0.094
age45_64,0.3916,0.031,0.3487,0.097,0.4019,0.058,0.3596,0.149,0.423,0.076,0.3879,0.1
age65+,0.2576,0.041,0.3914,0.088,0.2644,0.072,0.2704,0.167,0.2157,0.108,0.1239,0.179
citizenSwiss,0.7728,0.015,0.5558,0.073,0.8458,0.036,0.6246,0.109,0.8955,0.05,0.7476,0.071
citizenUE28_AELE,0.1273,0.069,0.1944,0.134,0.0934,0.136,0.2202,0.207,0.0685,0.207,0.173,0.161
citizenOtherEuropeanCountries,0.0658,0.107,0.1623,0.159,0.0456,0.214,0.1101,0.314,0.0254,0.376,0.0334,0.398
citizenOtherWorldwideCountries,0.0337,0.147,0.0864,0.223,0.0146,0.356,0.0452,0.459,0.0106,0.54,0.046,0.324
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6639,0.019,0.4291,0.084,0.7405,0.04,0.4988,0.123,0.806,0.053,0.6309,0.078
migratoryBackgroundSwissWith,0.104,0.072,0.1231,0.162,0.0993,0.125,0.1231,0.251,0.0849,0.177,0.1112,0.191
migratoryBackgroundFirstGeneration,0.2005,0.055,0.4135,0.095,0.1169,0.125,0.3602,0.165,0.0895,0.187,0.235,0.14
migratoryBackgroundSecondGenerationAndMore,0.0262,0.163,0.0294,0.383,0.0367,0.223,0.0153,0.736,0.015,0.447,0.0174,0.519
migratoryBackgroundUnknown,0.0054,0.344,0.005,0.879,0.0065,0.501,NaN,NaN,0.0046,0.791,0.0055,0.864
labourMarketEmployedPersons,0.6136,0.022,0.3761,0.097,0.6194,0.046,0.5336,0.125,0.7174,0.057,0.7882,0.07
labourMarketUnemployedPersons,0.031,0.15,0.0463,0.297,0.032,0.232,0.0602,0.435,0.0115,0.483,0.0235,0.461
labourMarketPersonsWithoutProfessionalActivity,0.3553,0.034,0.5777,0.074,0.3486,0.063,0.4061,0.14,0.2711,0.097,0.1884,0.15
socioprofessionalCategoriesExecutives,0.0147,0.202,0.0055,0.797,0.0063,0.532,0.0194,0.649,0.0155,0.422,0.0453,0.298
socioprofessionalCategoriesLiberalAndSimilar,0.0103,0.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0727,0.237
socioprofessionalCategoriesOtherSelfEmployed,0.0601,0.099,0.0295,0.357,0.0709,0.151,0.0346,0.484,0.1064,0.159,0.0129,0.589
socioprofessionalCategoriesIntellectualAndManagerial,0.0934,0.076,NaN,NaN,0.0202,0.28,0.0123,0.792,0.0754,0.187,0.4782,0.091
socioprofessionalCategoriesIntermediate,0.1973,0.051,0.0479,0.29,0.0936,0.131,0.2152,0.195,0.5158,0.069,0.1651,0.163
socioprofessionalCategoriesSkilledNonManuals,0.124,0.066,0.0139,0.502,0.2928,0.07,0.136,0.254,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0596,0.103,0.0165,0.476,0.128,0.114,0.1051,0.299,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0431,0.123,0.2349,0.123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0012,0.808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0099,0.258,0.0202,0.425,0.0069,0.523,0.011,0.871,0.0035,0.864,0.0139,0.562
socioprofessionalCategoriesUnemployedOrNotWorking,0.3864,0.032,0.624,0.071,0.3806,0.06,0.4664,0.134,0.2826,0.095,0.2118,0.143
