attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,149194.0,0.01,28828.0,0.061,63741.0,0.035,16239.0,0.084,20820.0,0.072,19566.0,0.075
sexMale,0.4971,0.031,0.3962,0.104,0.504,0.056,0.3912,0.139,0.6264,0.093,0.5741,0.1
sexFemale,0.5029,0.031,0.6038,0.081,0.496,0.057,0.6088,0.109,0.3736,0.123,0.426,0.12
age25_44,0.3347,0.044,0.2119,0.151,0.2959,0.079,0.3719,0.147,0.4084,0.119,0.5328,0.108
age45_64,0.3938,0.037,0.3407,0.112,0.4293,0.061,0.3698,0.14,0.4404,0.112,0.3266,0.134
age65+,0.2714,0.047,0.4473,0.093,0.2747,0.077,0.2583,0.167,0.1512,0.187,0.1406,0.2
citizenSwiss,0.8116,0.016,0.638,0.077,0.9057,0.037,0.7608,0.096,0.8613,0.077,0.7498,0.086
citizenUE28_AELE,0.156,0.072,0.2826,0.128,0.0764,0.165,0.2054,0.203,0.123,0.23,0.2231,0.173
citizenOtherEuropeanCountries,0.0158,0.261,0.0374,0.388,0.0106,0.485,0.018,0.733,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0164,0.233,0.0419,0.332,0.0073,0.541,0.0158,0.743,0.0087,0.87,0.0172,0.622
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.72,0.02,0.5426,0.084,0.8194,0.04,0.6314,0.106,0.7847,0.081,0.6626,0.092
migratoryBackgroundSwissWith,0.087,0.093,0.0931,0.212,0.0818,0.151,0.1272,0.242,0.0689,0.287,0.0806,0.275
migratoryBackgroundFirstGeneration,0.1788,0.067,0.3453,0.116,0.0855,0.157,0.2277,0.193,0.1311,0.224,0.2473,0.164
migratoryBackgroundSecondGenerationAndMore,0.0092,0.319,0.0142,0.586,0.0087,0.504,0.0115,0.868,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.005,0.403,NaN,NaN,0.0045,0.645,NaN,NaN,0.0077,0.865,NaN,NaN
labourMarketEmployedPersons,0.6274,0.025,0.4243,0.101,0.6222,0.049,0.6144,0.11,0.7889,0.082,0.7821,0.086
labourMarketUnemployedPersons,0.0127,0.275,0.0207,0.504,0.0087,0.505,0.0145,0.798,0.0121,0.733,0.0125,0.732
labourMarketPersonsWithoutProfessionalActivity,0.36,0.039,0.5549,0.084,0.369,0.067,0.3711,0.141,0.199,0.167,0.2054,0.172
socioprofessionalCategoriesExecutives,0.0292,0.165,0.0127,0.617,0.0161,0.347,0.0326,0.485,0.0592,0.31,0.0614,0.309
socioprofessionalCategoriesLiberalAndSimilar,0.009,0.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0688,0.294
socioprofessionalCategoriesOtherSelfEmployed,0.0714,0.105,0.0292,0.387,0.0922,0.143,0.078,0.313,0.1097,0.23,0.0198,0.585
socioprofessionalCategoriesIntellectualAndManagerial,0.0775,0.099,NaN,NaN,0.0126,0.395,0.0211,0.614,0.0482,0.341,0.4794,0.111
socioprofessionalCategoriesIntermediate,0.178,0.063,0.0495,0.306,0.1236,0.122,0.1953,0.196,0.5592,0.1,0.1242,0.233
socioprofessionalCategoriesSkilledNonManuals,0.1276,0.076,0.0057,0.863,0.2424,0.085,0.2105,0.192,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0555,0.121,0.007,0.791,0.1146,0.129,0.0479,0.412,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.053,0.128,0.2742,0.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.025,0.184,0.0447,0.32,0.0194,0.314,0.0238,0.59,0.0126,0.684,0.0284,0.486
socioprofessionalCategoriesUnemployedOrNotWorking,0.3726,0.038,0.5757,0.083,0.3778,0.066,0.3856,0.139,0.2111,0.163,0.2179,0.167
