attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,151659.0,0.01,28038.0,0.063,55382.0,0.039,14664.0,0.09,31624.0,0.056,21952.0,0.071
sexMale,0.4981,0.031,0.3858,0.109,0.5048,0.061,0.4107,0.146,0.5623,0.078,0.5905,0.095
sexFemale,0.5019,0.03,0.6142,0.083,0.4952,0.062,0.5892,0.118,0.4377,0.09,0.4095,0.116
age25_44,0.3314,0.043,0.2318,0.147,0.3031,0.084,0.3574,0.157,0.3459,0.104,0.492,0.106
age45_64,0.3893,0.037,0.3495,0.114,0.4027,0.069,0.3811,0.149,0.4289,0.091,0.3548,0.123
age65+,0.2793,0.046,0.4188,0.1,0.2942,0.082,0.2615,0.177,0.2251,0.126,0.1532,0.186
citizenSwiss,0.8107,0.016,0.6229,0.08,0.9035,0.041,0.722,0.104,0.9002,0.059,0.7469,0.081
citizenUE28_AELE,0.1491,0.075,0.2802,0.133,0.0805,0.178,0.2347,0.205,0.0832,0.228,0.1922,0.18
citizenOtherEuropeanCountries,0.02,0.223,0.0417,0.368,0.01,0.517,0.0348,0.536,0.0089,0.731,0.0238,0.538
citizenOtherWorldwideCountries,0.0202,0.225,0.0552,0.323,0.006,0.689,NaN,NaN,0.0077,0.789,0.0372,0.425
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7085,0.02,0.4863,0.092,0.8219,0.044,0.5737,0.117,0.8182,0.062,0.6381,0.089
migratoryBackgroundSwissWith,0.0969,0.087,0.1305,0.182,0.073,0.172,0.144,0.238,0.0798,0.216,0.1074,0.224
migratoryBackgroundFirstGeneration,0.1809,0.068,0.3645,0.118,0.0851,0.173,0.2754,0.189,0.0941,0.216,0.2499,0.159
migratoryBackgroundSecondGenerationAndMore,0.0076,0.353,0.0082,0.793,0.0113,0.483,NaN,NaN,0.0057,0.867,NaN,NaN
migratoryBackgroundUnknown,0.0061,0.373,0.0105,0.689,0.0086,0.517,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6161,0.025,0.4256,0.104,0.6111,0.054,0.5816,0.12,0.7091,0.069,0.7608,0.082
labourMarketUnemployedPersons,0.0196,0.219,0.0293,0.434,0.0171,0.381,0.0296,0.583,0.0104,0.646,0.0205,0.56
labourMarketPersonsWithoutProfessionalActivity,0.3643,0.039,0.5451,0.088,0.3718,0.072,0.3887,0.147,0.2805,0.114,0.2188,0.16
socioprofessionalCategoriesExecutives,0.0119,0.257,NaN,NaN,0.0049,0.685,NaN,NaN,0.0197,0.435,0.0351,0.388
socioprofessionalCategoriesLiberalAndSimilar,0.0141,0.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0974,0.238
socioprofessionalCategoriesOtherSelfEmployed,0.0803,0.098,0.0431,0.333,0.0948,0.151,0.0761,0.337,0.1343,0.168,0.0166,0.584
socioprofessionalCategoriesIntellectualAndManagerial,0.0931,0.089,0.0085,0.733,0.0174,0.359,0.0358,0.484,0.0844,0.212,0.4429,0.109
socioprofessionalCategoriesIntermediate,0.1852,0.061,0.0525,0.303,0.1022,0.147,0.1892,0.209,0.4655,0.087,0.1573,0.195
socioprofessionalCategoriesSkilledNonManuals,0.1175,0.079,0.0082,0.73,0.265,0.088,0.1986,0.21,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0533,0.125,0.0243,0.457,0.1148,0.14,0.0706,0.367,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0496,0.133,0.2684,0.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0013,0.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0098,0.296,0.0158,0.563,0.0093,0.483,NaN,NaN,0.0052,0.864,0.0114,0.738
socioprofessionalCategoriesUnemployedOrNotWorking,0.3839,0.038,0.5744,0.086,0.3889,0.071,0.4183,0.142,0.2909,0.112,0.2392,0.154
