attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,371437.0,0.007,0.1908,0.04,0.3712,0.025,0.0833,0.064,0.2037,0.037,0.151,0.045
sexMale,185365.0,0.02,0.1455,0.07,0.3583,0.041,0.0752,0.1,0.2475,0.05,0.1734,0.061
sexFemale,186072.0,0.02,0.2359,0.053,0.3841,0.038,0.0914,0.086,0.1601,0.062,0.1286,0.071
age25_44,139664.0,0.026,0.1216,0.092,0.3633,0.049,0.0945,0.103,0.1994,0.066,0.2212,0.064
age45_64,140909.0,0.025,0.1825,0.072,0.3809,0.045,0.0832,0.105,0.2216,0.06,0.1318,0.08
age65+,90864.0,0.033,0.3101,0.065,0.3683,0.058,0.0663,0.143,0.1826,0.084,0.0727,0.135
citizenSwiss,279575.0,0.012,0.1461,0.053,0.4095,0.028,0.0692,0.078,0.2355,0.039,0.1397,0.053
citizenUE28_AELE,55300.0,0.049,0.213,0.11,0.2697,0.098,0.1451,0.138,0.1363,0.138,0.2359,0.104
citizenOtherEuropeanCountries,26544.0,0.075,0.4965,0.108,0.265,0.15,0.0926,0.253,0.0634,0.303,0.0825,0.262
citizenOtherWorldwideCountries,9903.0,0.123,0.5121,0.172,0.1404,0.33,0.107,0.39,0.0612,0.502,0.1793,0.287
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,231983.0,0.015,0.1332,0.061,0.4214,0.031,0.0606,0.093,0.2463,0.043,0.1384,0.059
migratoryBackgroundSwissWith,45700.0,0.049,0.2079,0.113,0.3452,0.087,0.1127,0.154,0.1839,0.119,0.1503,0.132
migratoryBackgroundFirstGeneration,84146.0,0.039,0.343,0.071,0.235,0.085,0.1312,0.117,0.0962,0.134,0.1946,0.093
migratoryBackgroundSecondGenerationAndMore,7557.0,0.142,0.1453,0.381,0.469,0.209,0.0728,0.539,0.2289,0.292,0.0842,0.488
migratoryBackgroundUnknown,2051.0,0.248,0.2462,0.499,0.4978,0.355,NaN,NaN,0.1424,0.645,NaN,NaN
labourMarketEmployedPersons,231981.0,0.016,0.1201,0.069,0.3735,0.035,0.0813,0.083,0.2314,0.045,0.1936,0.051
labourMarketUnemployedPersons,11135.0,0.113,0.1706,0.284,0.3857,0.18,0.1476,0.309,0.1784,0.263,0.1175,0.33
labourMarketPersonsWithoutProfessionalActivity,128322.0,0.027,0.3203,0.054,0.3657,0.049,0.0814,0.112,0.1558,0.077,0.0767,0.113
socioprofessionalCategoriesExecutives,5290.0,0.154,0.1391,0.447,0.1578,0.389,0.0834,0.565,0.2688,0.289,0.3509,0.254
socioprofessionalCategoriesLiberalAndSimilar,4289.0,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.17
socioprofessionalCategoriesOtherSelfEmployed,24680.0,0.07,0.1281,0.209,0.4422,0.107,0.0707,0.277,0.3323,0.122,0.0267,0.433
socioprofessionalCategoriesIntellectualAndManagerial,37945.0,0.055,0.0085,0.647,0.064,0.227,0.0201,0.404,0.1685,0.138,0.7389,0.065
socioprofessionalCategoriesIntermediate,71182.0,0.039,0.05,0.198,0.1912,0.096,0.1004,0.134,0.5229,0.055,0.1356,0.118
socioprofessionalCategoriesSkilledNonManuals,42636.0,0.052,0.0384,0.286,0.8582,0.056,0.1034,0.174,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,25175.0,0.072,0.0374,0.374,0.812,0.08,0.1505,0.197,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,16286.0,0.092,1.0,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,283.0,0.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,4214.0,0.18,0.2601,0.356,0.4276,0.272,0.1134,0.543,0.1056,0.564,0.0933,0.588
socioprofessionalCategoriesUnemployedOrNotWorking,139456.0,0.025,0.3084,0.053,0.3673,0.047,0.0867,0.105,0.1576,0.074,0.08,0.107
