attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,40268,2.3,7218,13.1,15970,7.6,4305,17.2,7561,12.2,5214,15.3
sexMale,20186,6.4,2238,25.7,7688,12.5,1713,28.8,5191,15.2,3356,19.6
sexFemale,20082,6.2,4981,15.9,8282,11.5,2592,22.2,2370,23.0,1857,26.1
age25_44,13720,8.7,1286,35.4,4930,16.4,1806,27.9,3141,20.2,2557,22.9
age45_64,16180,7.2,2714,22.1,7186,12.4,1618,28.4,2830,20.5,1832,25.9
age65+,10368,10.3,3219,20.0,3853,18.4,880,39.2,1590,29.4,825,41.0
citizenSwiss,33177,3.4,5275,15.3,13843,8.3,3290,19.8,6797,12.9,3972,17.4
citizenUE28_AELE,4827,16.5,830,42.5,1653,29.7,721,44.2,584,48.2,1039,36.5
citizenOtherEuropeanCountries,1394,33.6,609,50.2,251,79.5,255,79.3,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,870,44.4,504,58.3,222,88.1,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,28144,4.4,4321,17.1,12350,9.0,2541,22.6,5762,14.2,3170,19.7
migratoryBackgroundSwissWith,4808,15.9,877,39.2,1493,29.4,748,43.2,925,37.6,765,41.0
migratoryBackgroundFirstGeneration,6653,14.2,1907,28.4,1909,28.1,947,39.3,691,45.7,1199,34.9
migratoryBackgroundSecondGenerationAndMore,403,58.3,NaN,NaN,183,86.7,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,259,73.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,25364,5.0,3098,21.1,10035,10.4,2706,21.9,5618,14.4,3907,17.7
labourMarketUnemployedPersons,930,40.6,NaN,NaN,434,59.1,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,13974,8.5,4030,18.0,5501,15.1,1434,31.0,1837,27.2,1173,34.4
socioprofessionalCategoriesExecutives,1466,29.5,NaN,NaN,209,79.1,NaN,NaN,620,45.4,484,51.8
socioprofessionalCategoriesLiberalAndSimilar,290,68.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,290,68.4
socioprofessionalCategoriesOtherSelfEmployed,2736,21.7,427,59.0,1199,32.8,326,64.5,666,44.2,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,3059,19.9,NaN,NaN,245,73.3,NaN,NaN,387,55.6,2392,22.8
socioprofessionalCategoriesIntermediate,7373,12.4,209,87.7,1927,26.2,787,40.0,3946,17.6,504,51.6
socioprofessionalCategoriesSkilledNonManuals,5451,14.9,NaN,NaN,4249,17.0,1163,34.4,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1962,26.5,NaN,NaN,1652,28.9,271,73.3,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,2009,26.3,2009,26.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,980,37.9,223,79.2,515,51.8,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,14904,8.1,4121,17.8,5935,14.5,1599,29.5,1943,26.3,1307,32.9
