attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,93131.0,0.009,12293.0,0.067,29786.0,0.037,8877.0,0.079,16273.0,0.055,25902.0,0.043
sexMale,0.5061,0.027,0.365,0.117,0.4685,0.061,0.3827,0.135,0.6137,0.073,0.5912,0.059
sexFemale,0.4939,0.027,0.635,0.084,0.5315,0.055,0.6173,0.101,0.3863,0.093,0.4088,0.073
age25_44,0.375,0.036,0.2135,0.161,0.3053,0.08,0.3668,0.14,0.3748,0.097,0.5349,0.064
age45_64,0.4072,0.031,0.372,0.115,0.4135,0.064,0.4024,0.127,0.4571,0.084,0.3868,0.073
age65+,0.2178,0.047,0.4145,0.102,0.2812,0.078,0.2309,0.162,0.1681,0.14,0.0783,0.165
citizenSwiss,0.7223,0.017,0.5969,0.084,0.8828,0.04,0.72,0.091,0.858,0.059,0.5128,0.061
citizenUE28_AELE,0.1957,0.055,0.2055,0.161,0.0847,0.159,0.2098,0.188,0.1192,0.179,0.3619,0.08
citizenOtherEuropeanCountries,0.046,0.129,0.1275,0.215,0.0284,0.29,0.0529,0.419,0.0167,0.511,0.0437,0.251
citizenOtherWorldwideCountries,0.0358,0.14,0.0689,0.283,0.004,0.781,0.0173,0.681,0.006,0.853,0.0815,0.176
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.5926,0.022,0.4552,0.097,0.763,0.044,0.5615,0.104,0.7234,0.065,0.3902,0.071
migratoryBackgroundSwissWith,0.126,0.066,0.1393,0.181,0.1151,0.127,0.1528,0.204,0.1295,0.163,0.1207,0.134
migratoryBackgroundFirstGeneration,0.264,0.047,0.3892,0.118,0.0982,0.15,0.2593,0.173,0.131,0.172,0.4803,0.069
migratoryBackgroundSecondGenerationAndMore,0.0133,0.229,0.0121,0.676,0.0189,0.337,0.0189,0.637,0.0109,0.603,0.0068,0.605
migratoryBackgroundUnknown,0.0042,0.389,NaN,NaN,0.0048,0.634,NaN,NaN,0.005,0.851,NaN,NaN
labourMarketEmployedPersons,0.6592,0.02,0.3893,0.114,0.6234,0.051,0.5842,0.106,0.771,0.064,0.7838,0.049
labourMarketUnemployedPersons,0.0269,0.16,0.025,0.482,0.0223,0.311,NaN,NaN,0.0298,0.354,0.0374,0.26
labourMarketPersonsWithoutProfessionalActivity,0.314,0.038,0.5856,0.087,0.3543,0.069,0.407,0.126,0.1992,0.13,0.1789,0.115
socioprofessionalCategoriesExecutives,0.0445,0.115,0.0098,0.729,0.0171,0.332,0.0175,0.601,0.0694,0.223,0.086,0.157
socioprofessionalCategoriesLiberalAndSimilar,0.0216,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0777,0.169
socioprofessionalCategoriesOtherSelfEmployed,0.0582,0.102,0.0232,0.466,0.0788,0.157,0.0683,0.313,0.105,0.183,0.0183,0.364
socioprofessionalCategoriesIntellectualAndManagerial,0.1453,0.063,NaN,NaN,0.0124,0.397,0.0169,0.634,0.0421,0.286,0.474,0.067
socioprofessionalCategoriesIntermediate,0.1824,0.054,0.0346,0.382,0.1107,0.132,0.1619,0.2,0.5429,0.078,0.1156,0.142
socioprofessionalCategoriesSkilledNonManuals,0.1168,0.07,NaN,NaN,0.2873,0.079,0.2534,0.166,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0361,0.132,NaN,NaN,0.0975,0.142,0.0475,0.383,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0354,0.139,0.2684,0.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0182,0.187,0.0395,0.362,0.0186,0.322,0.0166,0.635,0.0117,0.549,0.0122,0.437
socioprofessionalCategoriesUnemployedOrNotWorking,0.3408,0.036,0.6106,0.086,0.3766,0.067,0.4159,0.125,0.229,0.122,0.2162,0.105
