attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.019,0.3093,0.078,0.3536,0.069,0.0972,0.152,0.1157,0.138,0.1241,0.134
sexMale,1.0,0.055,0.243,0.143,0.3971,0.103,0.0729,0.265,0.1596,0.171,0.1274,0.197
sexFemale,1.0,0.051,0.3721,0.104,0.3125,0.113,0.1202,0.192,0.0741,0.248,0.1211,0.193
age25_44,1.0,0.077,0.205,0.2,0.3607,0.139,0.1052,0.273,0.1369,0.234,0.1922,0.197
age45_64,1.0,0.062,0.2716,0.143,0.4072,0.11,0.0975,0.24,0.1186,0.216,0.105,0.235
age65+,1.0,0.083,0.4912,0.128,0.2675,0.177,0.0868,0.315,0.0856,0.319,0.069,0.356
citizenSwiss,1.0,0.027,0.2684,0.092,0.387,0.072,0.1003,0.161,0.1227,0.144,0.1215,0.146
citizenUE28_AELE,1.0,0.15,0.4898,0.219,0.2035,0.339,0.0697,0.615,0.0993,0.497,0.1378,0.414
citizenOtherEuropeanCountries,1.0,0.413,0.737,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.431,0.6599,0.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.034,0.2547,0.103,0.4083,0.076,0.0983,0.175,0.1187,0.158,0.1199,0.159
migratoryBackgroundSwissWith,1.0,0.143,0.3715,0.244,0.2336,0.307,0.1129,0.441,0.1436,0.392,0.1384,0.401
migratoryBackgroundFirstGeneration,1.0,0.141,0.5732,0.192,0.1448,0.377,0.0766,0.537,0.0645,0.582,0.1406,0.389
migratoryBackgroundSecondGenerationAndMore,1.0,0.402,0.3069,0.732,0.3384,0.683,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,1.0,0.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.047,0.1933,0.147,0.4024,0.092,0.0948,0.208,0.1526,0.161,0.1569,0.16
labourMarketUnemployedPersons,1.0,0.264,0.2868,0.501,0.4351,0.393,0.1374,0.739,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,1.0,0.065,0.4817,0.106,0.2747,0.142,0.097,0.248,0.0667,0.299,0.0799,0.28
socioprofessionalCategoriesExecutives,1.0,0.27,NaN,NaN,0.3072,0.481,NaN,NaN,0.3384,0.467,0.206,0.611
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.535
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.196,0.2031,0.457,0.4912,0.282,0.0813,0.691,0.1776,0.467,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.182,NaN,NaN,0.0455,0.863,NaN,NaN,0.0963,0.611,0.8204,0.202
socioprofessionalCategoriesIntermediate,1.0,0.131,0.0831,0.467,0.2622,0.265,0.1168,0.394,0.4321,0.207,0.1059,0.434
socioprofessionalCategoriesSkilledNonManuals,1.0,0.132,0.0297,0.789,0.7704,0.152,0.1999,0.316,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.206,NaN,NaN,0.8507,0.223,0.0981,0.695,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.202,1.0,0.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.288,0.4409,0.446,0.3518,0.483,NaN,NaN,0.1511,0.731,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.061,0.4654,0.102,0.2882,0.132,0.1004,0.235,0.0661,0.288,0.08,0.269
