attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.018,0.2401,0.091,0.443,0.057,0.0779,0.169,0.0893,0.153,0.1497,0.117
sexMale,1.0,0.053,0.1715,0.168,0.5026,0.086,0.0539,0.296,0.1043,0.205,0.1677,0.162
sexFemale,1.0,0.051,0.3055,0.116,0.3861,0.099,0.1008,0.211,0.075,0.24,0.1326,0.182
age25_44,1.0,0.074,0.1352,0.245,0.4331,0.123,0.0848,0.296,0.1067,0.253,0.2402,0.17
age45_64,1.0,0.061,0.2223,0.159,0.468,0.101,0.0719,0.283,0.1021,0.23,0.1357,0.201
age65+,1.0,0.08,0.3856,0.142,0.4207,0.134,0.0779,0.324,0.0518,0.401,0.0639,0.356
citizenSwiss,1.0,0.026,0.2047,0.107,0.4777,0.06,0.0774,0.183,0.0985,0.157,0.1416,0.13
citizenUE28_AELE,1.0,0.153,0.4212,0.244,0.284,0.295,0.0703,0.582,0.0314,0.863,0.1932,0.357
citizenOtherEuropeanCountries,1.0,0.484,0.5666,0.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.296,0.4704,0.444,0.1449,0.789,NaN,NaN,NaN,NaN,0.2441,0.582
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.032,0.1959,0.117,0.4843,0.065,0.0772,0.195,0.1033,0.163,0.1393,0.14
migratoryBackgroundSwissWith,1.0,0.155,0.2832,0.303,0.4139,0.248,0.0809,0.557,0.0591,0.643,0.1629,0.392
migratoryBackgroundFirstGeneration,1.0,0.134,0.456,0.207,0.2245,0.296,0.0819,0.483,0.0347,0.729,0.2028,0.303
migratoryBackgroundSecondGenerationAndMore,1.0,0.467,0.2968,0.865,0.4613,0.682,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.045,0.1353,0.172,0.4679,0.082,0.0709,0.236,0.1222,0.174,0.2038,0.135
labourMarketUnemployedPersons,1.0,0.256,0.3762,0.434,0.3452,0.431,0.0965,0.865,0.0847,0.866,0.0975,0.788
labourMarketPersonsWithoutProfessionalActivity,1.0,0.064,0.3757,0.12,0.4171,0.111,0.086,0.263,0.0431,0.37,0.0781,0.276
socioprofessionalCategoriesExecutives,1.0,0.384,NaN,NaN,0.2731,0.729,NaN,NaN,NaN,NaN,0.4459,0.582
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.517
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.171,0.1325,0.487,0.6283,0.22,0.0566,0.73,0.1639,0.43,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.153,NaN,NaN,0.1143,0.467,NaN,NaN,0.0441,0.729,0.8129,0.172
socioprofessionalCategoriesIntermediate,1.0,0.119,0.0214,0.865,0.336,0.213,0.1113,0.378,0.3583,0.205,0.1728,0.316
socioprofessionalCategoriesSkilledNonManuals,1.0,0.13,0.03,0.794,0.8601,0.141,0.1098,0.421,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.198,NaN,NaN,0.8841,0.211,0.0777,0.731,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.218,1.0,0.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.516,0.7282,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.06,0.3758,0.115,0.4108,0.107,0.087,0.251,0.0467,0.339,0.0798,0.26
