attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,148415,0.010,28999,0.062,63501,0.035,16071,0.085,20346,0.073,19497,0.077
sexMale,73776,0.032,11385,0.106,32253,0.057,6396,0.140,13070,0.094,10673,0.107
sexFemale,74639,0.030,17614,0.081,31249,0.056,9676,0.111,7276,0.127,8824,0.118
age25_44,50022,0.044,6450,0.150,19469,0.077,5466,0.156,8098,0.123,10539,0.109
age45_64,58846,0.038,10768,0.107,26639,0.063,6201,0.140,9147,0.114,6091,0.142
age65+,39547,0.048,11781,0.098,17393,0.078,4404,0.163,3102,0.190,2867,0.201
citizenSwiss,120348,0.016,18732,0.076,56392,0.037,12410,0.095,17939,0.078,14874,0.087
citizenUE28_AELE,24115,0.074,8343,0.131,5843,0.158,3364,0.209,2370,0.249,4195,0.187
citizenOtherEuropeanCountries,2048,0.288,940,0.423,966,0.422,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1904,0.282,984,0.396,301,0.731,198,0.865,NaN,NaN,384,0.615
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,105596,0.020,15185,0.085,50932,0.040,10608,0.103,15992,0.083,12880,0.094
migratoryBackgroundSwissWith,14229,0.088,3482,0.184,5231,0.150,1802,0.258,1854,0.255,1860,0.253
migratoryBackgroundFirstGeneration,26737,0.070,10066,0.120,6387,0.153,3585,0.203,2146,0.263,4554,0.179
migratoryBackgroundSecondGenerationAndMore,1215,0.348,NaN,NaN,686,0.470,NaN,NaN,261,0.732,NaN,NaN
migratoryBackgroundUnknown,638,0.444,NaN,NaN,266,0.684,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,97642,0.024,13998,0.096,41599,0.048,10204,0.110,16478,0.083,15363,0.088
labourMarketUnemployedPersons,1840,0.277,434,0.589,302,0.694,254,0.732,251,0.734,598,0.485
labourMarketPersonsWithoutProfessionalActivity,48933,0.042,14566,0.088,21600,0.069,5613,0.145,3618,0.178,3536,0.184
socioprofessionalCategoriesExecutives,3580,0.186,494,0.539,958,0.358,165,0.866,1111,0.336,852,0.378
socioprofessionalCategoriesLiberalAndSimilar,1897,0.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1897,0.255
socioprofessionalCategoriesOtherSelfEmployed,10798,0.105,1200,0.334,5859,0.143,1040,0.355,2336,0.230,363,0.583
socioprofessionalCategoriesIntellectualAndManagerial,11366,0.103,NaN,NaN,709,0.422,193,0.798,927,0.373,9430,0.114
socioprofessionalCategoriesIntermediate,25524,0.066,1308,0.319,7342,0.130,3188,0.200,11445,0.102,2240,0.246
socioprofessionalCategoriesSkilledNonManuals,20245,0.074,NaN,NaN,16464,0.083,3718,0.184,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,9773,0.115,530,0.519,8035,0.126,1208,0.339,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,8753,0.124,8753,0.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,292,0.684,NaN,NaN,175,0.864,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,5415,0.153,1464,0.304,2056,0.245,656,0.449,659,0.432,580,0.486
socioprofessionalCategoriesUnemployedOrNotWorking,50773,0.041,15001,0.087,21902,0.069,5867,0.143,3868,0.173,4134,0.172
