attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.004,0.2522,0.019,0.2714,0.018,0.0963,0.033,0.1206,0.029,0.2595,0.018
sexMale,1.0,0.012,0.2193,0.032,0.2744,0.027,0.0751,0.056,0.1472,0.038,0.284,0.027
sexFemale,1.0,0.011,0.283,0.026,0.2686,0.026,0.1161,0.042,0.0958,0.046,0.2365,0.029
age25_44,1.0,0.014,0.1915,0.039,0.226,0.034,0.1005,0.053,0.1094,0.05,0.3725,0.026
age45_64,1.0,0.014,0.2559,0.033,0.2956,0.03,0.0963,0.054,0.1338,0.045,0.2184,0.035
age65+,1.0,0.019,0.3557,0.035,0.3128,0.037,0.0886,0.072,0.1189,0.062,0.124,0.061
citizenSwiss,1.0,0.008,0.1829,0.028,0.342,0.019,0.1029,0.039,0.1449,0.032,0.2273,0.025
citizenUE28_AELE,1.0,0.019,0.3676,0.034,0.1437,0.056,0.0799,0.077,0.0787,0.076,0.3302,0.037
citizenOtherEuropeanCountries,1.0,0.063,0.5882,0.082,0.1048,0.201,0.0931,0.208,0.0413,0.314,0.1726,0.154
citizenOtherWorldwideCountries,1.0,0.047,0.3823,0.078,0.0788,0.172,0.0914,0.162,0.0588,0.198,0.3888,0.077
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.011,0.1665,0.035,0.3803,0.022,0.0997,0.046,0.1487,0.037,0.2048,0.031
migratoryBackgroundSwissWith,1.0,0.024,0.2317,0.052,0.2224,0.054,0.1135,0.076,0.1343,0.069,0.2982,0.046
migratoryBackgroundFirstGeneration,1.0,0.017,0.4005,0.029,0.1158,0.056,0.0825,0.067,0.0702,0.072,0.331,0.032
migratoryBackgroundSecondGenerationAndMore,1.0,0.091,0.1715,0.221,0.4411,0.136,0.091,0.313,0.1064,0.275,0.1901,0.211
migratoryBackgroundUnknown,1.0,0.15,0.3299,0.27,0.3656,0.24,0.085,0.533,0.0977,0.48,0.1217,0.428
labourMarketEmployedPersons,1.0,0.009,0.189,0.03,0.265,0.024,0.0914,0.044,0.135,0.035,0.3196,0.022
labourMarketUnemployedPersons,1.0,0.049,0.3214,0.088,0.2376,0.1,0.1065,0.152,0.0802,0.171,0.2543,0.098
labourMarketPersonsWithoutProfessionalActivity,1.0,0.015,0.3654,0.029,0.2889,0.032,0.1043,0.056,0.0986,0.057,0.1429,0.048
socioprofessionalCategoriesExecutives,1.0,0.058,0.0854,0.205,0.1545,0.148,0.0703,0.222,0.2007,0.129,0.4891,0.083
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.081
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.046,0.1875,0.11,0.3959,0.074,0.1092,0.142,0.2159,0.099,0.0915,0.157
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.027,0.0115,0.267,0.0325,0.157,0.0172,0.217,0.0371,0.147,0.9016,0.029
socioprofessionalCategoriesIntermediate,1.0,0.025,0.0946,0.088,0.1925,0.06,0.1013,0.084,0.3876,0.042,0.224,0.057
socioprofessionalCategoriesSkilledNonManuals,1.0,0.031,0.0151,0.267,0.7453,0.036,0.2396,0.067,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.06,0.1249,0.171,0.7362,0.07,0.1388,0.167,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.038,1.0,0.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.258,0.4634,0.383,0.2852,0.48,0.1397,0.675,NaN,NaN,0.1118,0.78
socioprofessionalCategoriesNotAttributable,1.0,0.067,0.3497,0.115,0.2247,0.14,0.0746,0.247,0.0955,0.214,0.2555,0.138
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.014,0.3597,0.027,0.2823,0.031,0.1046,0.052,0.0962,0.054,0.1573,0.043
