attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,567008.0,0.004,0.229,0.02,0.2736,0.017,0.1003,0.032,0.118,0.028,0.279,0.017
sexMale,273848.0,0.012,0.1997,0.033,0.287,0.026,0.0809,0.053,0.1425,0.038,0.2898,0.026
sexFemale,293160.0,0.011,0.2563,0.027,0.261,0.026,0.1185,0.041,0.0952,0.045,0.269,0.026
age25_44,226175.0,0.014,0.1648,0.042,0.2254,0.034,0.1071,0.051,0.1022,0.051,0.4006,0.025
age45_64,212816.0,0.014,0.2392,0.034,0.2881,0.03,0.0942,0.055,0.1379,0.044,0.2406,0.033
age65+,128017.0,0.019,0.3256,0.036,0.3345,0.035,0.0985,0.067,0.1131,0.062,0.1283,0.058
citizenSwiss,381877.0,0.008,0.1675,0.029,0.3389,0.019,0.1054,0.037,0.1419,0.031,0.2464,0.023
citizenUE28_AELE,135749.0,0.02,0.3302,0.037,0.1497,0.056,0.0884,0.074,0.0758,0.078,0.3559,0.035
citizenOtherEuropeanCountries,18570.0,0.062,0.5185,0.087,0.1405,0.169,0.103,0.194,0.0317,0.344,0.2062,0.137
citizenOtherWorldwideCountries,30751.0,0.048,0.3717,0.081,0.0888,0.165,0.0882,0.164,0.061,0.197,0.3902,0.076
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,277611.0,0.011,0.1506,0.036,0.3769,0.022,0.1014,0.045,0.149,0.036,0.2221,0.03
migratoryBackgroundSwissWith,101912.0,0.022,0.21,0.052,0.2333,0.049,0.1172,0.071,0.1239,0.067,0.3157,0.042
migratoryBackgroundFirstGeneration,175407.0,0.017,0.3659,0.031,0.1206,0.056,0.0893,0.065,0.0682,0.073,0.356,0.031
migratoryBackgroundSecondGenerationAndMore,9073.0,0.084,0.1512,0.225,0.491,0.119,0.1002,0.263,0.0779,0.292,0.1797,0.199
migratoryBackgroundUnknown,3005.0,0.147,0.3591,0.251,0.3681,0.235,0.0785,0.538,0.0938,0.466,0.1002,0.468
labourMarketEmployedPersons,350972.0,0.009,0.1682,0.032,0.2595,0.024,0.0941,0.043,0.1335,0.034,0.3447,0.02
labourMarketUnemployedPersons,25471.0,0.051,0.266,0.103,0.2288,0.107,0.0987,0.165,0.0786,0.182,0.3279,0.09
labourMarketPersonsWithoutProfessionalActivity,190564.0,0.015,0.3361,0.03,0.3054,0.03,0.112,0.053,0.0949,0.056,0.1515,0.046
socioprofessionalCategoriesExecutives,20118.0,0.053,0.0733,0.215,0.1592,0.136,0.0631,0.221,0.2235,0.113,0.481,0.077
socioprofessionalCategoriesLiberalAndSimilar,10687.0,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.074
socioprofessionalCategoriesOtherSelfEmployed,28454.0,0.045,0.1706,0.114,0.4006,0.072,0.112,0.139,0.2146,0.098,0.1021,0.148
socioprofessionalCategoriesIntellectualAndManagerial,82415.0,0.025,0.0078,0.315,0.0323,0.148,0.0185,0.199,0.033,0.146,0.9085,0.027
socioprofessionalCategoriesIntermediate,88133.0,0.025,0.0923,0.09,0.2002,0.058,0.1005,0.083,0.3727,0.042,0.2342,0.055
socioprofessionalCategoriesSkilledNonManuals,57225.0,0.031,0.015,0.265,0.7247,0.037,0.2603,0.064,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,17130.0,0.06,0.1066,0.19,0.7513,0.069,0.1421,0.166,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,38938.0,0.04,1.0,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1140.0,0.259,0.2605,0.523,0.3781,0.424,0.2623,0.494,NaN,NaN,0.0833,0.862
socioprofessionalCategoriesNotAttributable,6732.0,0.098,0.295,0.181,0.2092,0.21,0.0839,0.346,0.0971,0.306,0.3146,0.177
socioprofessionalCategoriesUnemployedOrNotWorking,216036.0,0.014,0.3278,0.028,0.2964,0.029,0.1104,0.05,0.093,0.054,0.1723,0.04
