attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,32407,0.022,5609,0.134,13457,0.076,2715,0.202,6293,0.124,4333,0.158
sexMale,16739,0.061,1746,0.254,6788,0.118,1232,0.307,4246,0.153,2727,0.201
sexFemale,15668,0.068,3863,0.167,6668,0.124,1483,0.277,2047,0.239,1606,0.274
age25_44,10809,0.095,1162,0.339,4575,0.160,1011,0.355,2137,0.240,1924,0.255
age45_64,13237,0.075,1659,0.268,5739,0.132,1002,0.338,2954,0.187,1883,0.242
age65+,8361,0.098,2788,0.189,3142,0.174,702,0.383,1203,0.289,526,0.441
citizenSwiss,27651,0.033,4358,0.152,12191,0.081,2144,0.229,5781,0.130,3176,0.187
citizenUE28_AELE,3227,0.187,478,0.516,985,0.354,434,0.519,471,0.501,858,0.371
citizenOtherEuropeanCountries,888,0.392,456,0.556,246,0.731,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,640,0.442,316,0.645,NaN,NaN,NaN,NaN,NaN,NaN,188,0.789
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,25079,0.039,3995,0.159,11493,0.085,1867,0.246,5117,0.139,2608,0.209
migratoryBackgroundSwissWith,2544,0.210,363,0.584,699,0.410,277,0.644,637,0.430,568,0.454
migratoryBackgroundFirstGeneration,4695,0.154,1251,0.324,1265,0.313,541,0.469,482,0.502,1157,0.320
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,21143,0.051,2049,0.243,9027,0.102,1662,0.266,4942,0.145,3463,0.179
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,11109,0.084,3520,0.171,4389,0.150,1014,0.328,1316,0.279,870,0.371
socioprofessionalCategoriesExecutives,1067,0.323,NaN,NaN,344,0.583,NaN,NaN,394,0.535,239,0.681
socioprofessionalCategoriesLiberalAndSimilar,463,0.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,463,0.501
socioprofessionalCategoriesOtherSelfEmployed,2101,0.230,244,0.681,1088,0.328,162,0.865,607,0.430,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,2754,0.203,NaN,NaN,161,0.866,NaN,NaN,312,0.615,2281,0.225
socioprofessionalCategoriesIntermediate,6112,0.129,NaN,NaN,1535,0.279,459,0.515,3554,0.175,479,0.500
socioprofessionalCategoriesSkilledNonManuals,4517,0.155,NaN,NaN,3797,0.171,687,0.420,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2078,0.237,NaN,NaN,1777,0.256,273,0.685,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1377,0.302,1377,0.302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,628,0.442,201,0.791,326,0.612,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,11264,0.083,3560,0.170,4429,0.150,1053,0.323,1352,0.276,870,0.371
