attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,32437,0.020,5579,0.136,12963,0.077,2548,0.211,6120,0.128,5227,0.1434
sexMale,16477,0.067,2047,0.248,6549,0.127,916,0.376,3925,0.168,3040,0.1997
sexFemale,15960,0.062,3532,0.170,6415,0.119,1631,0.260,2195,0.219,2187,0.2227
age25_44,10636,0.094,670,0.455,4383,0.161,908,0.378,2151,0.235,2524,0.2195
age45_64,13238,0.073,1924,0.239,5422,0.133,882,0.355,2927,0.188,2083,0.2303
age65+,8563,0.105,2985,0.192,3158,0.188,758,0.391,1042,0.343,621,0.4524
citizenSwiss,27643,0.031,4357,0.153,11888,0.082,2135,0.228,5607,0.134,3656,0.1715
citizenUE28_AELE,3952,0.175,922,0.379,862,0.385,334,0.647,513,0.498,1321,0.3172
citizenOtherEuropeanCountries,316,0.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,526,0.516,190,0.864,NaN,NaN,NaN,NaN,NaN,NaN,184,0.8658
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,24201,0.040,3808,0.166,10702,0.089,1780,0.250,5177,0.141,2734,0.2025
migratoryBackgroundSwissWith,3254,0.180,549,0.453,1031,0.332,322,0.610,430,0.514,922,0.3487
migratoryBackgroundFirstGeneration,4500,0.163,1141,0.340,902,0.378,373,0.617,513,0.498,1571,0.2895
migratoryBackgroundSecondGenerationAndMore,293,0.684,NaN,NaN,173,0.866,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,188,0.788,NaN,NaN,156,0.864,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,21921,0.047,2004,0.240,9134,0.099,1518,0.278,4996,0.143,4269,0.1603
labourMarketUnemployedPersons,503,0.501,173,0.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,10013,0.094,3402,0.179,3691,0.172,998,0.344,1057,0.338,865,0.3840
socioprofessionalCategoriesExecutives,1337,0.294,NaN,NaN,249,0.683,NaN,NaN,575,0.453,358,0.5860
socioprofessionalCategoriesLiberalAndSimilar,636,0.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,636,0.4307
socioprofessionalCategoriesOtherSelfEmployed,2451,0.215,NaN,NaN,1154,0.318,217,0.729,787,0.393,165,0.8654
socioprofessionalCategoriesIntellectualAndManagerial,2810,0.201,NaN,NaN,212,0.728,NaN,NaN,221,0.729,2377,0.2209
socioprofessionalCategoriesIntermediate,6913,0.119,362,0.583,1959,0.242,577,0.458,3347,0.179,668,0.4331
socioprofessionalCategoriesSkilledNonManuals,4102,0.158,NaN,NaN,3520,0.172,522,0.482,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1853,0.256,NaN,NaN,1683,0.269,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1003,0.345,1003,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,816,0.384,297,0.646,358,0.582,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,10516,0.091,3575,0.174,3829,0.169,1029,0.339,1123,0.327,958,0.3624
