attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,29793,2.4,7067,12.3,12926,8.0,2599,21.6,4283,15.9,2918,20.1
sexMale,15171,6.9,2988,20.5,6521,12.7,1216,32.5,2870,19.8,1576,27.8
sexFemale,14622,7.2,4079,16.8,6405,12.9,1383,30.0,1413,29.6,1341,30.5
age25_44,10517,9.5,1708,28.3,4546,16.0,972,36.3,1340,30.1,1951,25.3
age45_64,11573,8.7,2578,22.1,5337,14.4,997,36.3,1953,24.5,708,40.9
age65+,7703,11.1,2781,20.2,3044,19.2,630,44.0,990,34.8,259,68.1
citizenSwiss,22875,4.3,4250,16.3,10953,9.0,1919,25.2,3592,17.6,2161,23.5
citizenUE28_AELE,4657,15.7,1372,31.4,1461,29.2,549,48.3,643,43.2,633,44.4
citizenOtherEuropeanCountries,1543,29.5,1078,35.1,336,64.5,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,719,46.3,367,62.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,19365,5.3,3293,18.8,9500,9.9,1475,28.9,3186,18.8,1912,25.0
migratoryBackgroundSwissWith,3278,18.9,891,37.5,1387,30.0,414,55.5,338,60.9,249,73.7
migratoryBackgroundFirstGeneration,5892,13.9,2510,22.9,1450,30.1,629,45.6,635,44.5,668,44.4
migratoryBackgroundSecondGenerationAndMore,947,36.5,278,69.3,523,50.0,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,312,65.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,18674,5.6,3153,19.8,8276,10.9,1375,30.1,3337,18.3,2534,21.6
labourMarketUnemployedPersons,346,65.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,10773,9.1,3748,17.6,4540,15.8,1192,32.8,909,36.9,384,58.5
socioprofessionalCategoriesExecutives,721,39.9,NaN,NaN,NaN,NaN,NaN,NaN,379,55.6,157,86.3
socioprofessionalCategoriesLiberalAndSimilar,169,86.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169,86.4
socioprofessionalCategoriesOtherSelfEmployed,1618,27.6,206,78.9,837,39.1,NaN,NaN,477,51.4,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,2068,23.9,NaN,NaN,NaN,NaN,NaN,NaN,163,86.6,1709,26.6
socioprofessionalCategoriesIntermediate,5259,14.3,502,49.8,1597,27.7,406,55.7,2256,22.7,499,51.5
socioprofessionalCategoriesSkilledNonManuals,4081,16.8,NaN,NaN,3602,18.0,479,51.5,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2168,24.1,NaN,NaN,1882,26.0,287,68.9,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1954,26.0,1954,26.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,636,45.5,364,61.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,11119,8.9,3914,17.2,4650,15.6,1224,32.3,946,36.2,384,58.5
