attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.0,0.2649,0.0,0.3272,0.0,0.092,0.001,0.1276,0.001,0.1883,0.001
sexMale,1.0,0.0,0.2154,0.001,0.3463,0.001,0.0709,0.001,0.1678,0.001,0.1997,0.001
sexFemale,1.0,0.0,0.3138,0.001,0.3083,0.001,0.113,0.001,0.0878,0.001,0.1771,0.001
age25_44,1.0,0.0,0.1748,0.001,0.3038,0.001,0.1086,0.001,0.1318,0.001,0.2811,0.001
age45_64,1.0,0.0,0.268,0.001,0.3662,0.001,0.0801,0.001,0.1337,0.001,0.152,0.001
age65+,1.0,0.0,0.4283,0.001,0.2974,0.001,0.0835,0.002,0.1081,0.002,0.0828,0.002
citizenSwiss,1.0,0.0,0.2095,0.001,0.3752,0.0,0.0957,0.001,0.1442,0.001,0.1754,0.001
citizenUE28_AELE,1.0,0.001,0.4457,0.001,0.1513,0.002,0.081,0.002,0.0765,0.002,0.2455,0.001
citizenOtherEuropeanCountries,1.0,0.001,0.5952,0.002,0.2151,0.003,0.0571,0.006,0.0328,0.009,0.1,0.005
citizenOtherWorldwideCountries,1.0,0.002,0.4451,0.002,0.0997,0.005,0.0829,0.005,0.0512,0.007,0.321,0.003
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.0,0.2045,0.001,0.3917,0.0,0.0946,0.001,0.1468,0.001,0.1624,0.001
migratoryBackgroundSwissWith,1.0,0.001,0.2408,0.001,0.2557,0.001,0.1058,0.002,0.1307,0.002,0.2669,0.001
migratoryBackgroundFirstGeneration,1.0,0.0,0.4841,0.001,0.1335,0.002,0.0755,0.002,0.0671,0.002,0.2398,0.001
migratoryBackgroundSecondGenerationAndMore,1.0,0.002,0.1569,0.006,0.4854,0.003,0.1229,0.006,0.0761,0.008,0.1587,0.006
migratoryBackgroundUnknown,1.0,0.003,0.3144,0.006,0.4595,0.005,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.0,0.1863,0.001,0.3436,0.0,0.092,0.001,0.1491,0.001,0.2291,0.001
labourMarketUnemployedPersons,1.0,0.001,0.3483,0.002,0.286,0.002,0.1211,0.004,0.0616,0.005,0.1831,0.003
labourMarketPersonsWithoutProfessionalActivity,1.0,0.0,0.4342,0.001,0.2946,0.001,0.0888,0.001,0.0863,0.001,0.0961,0.001
socioprofessionalCategoriesExecutives,1.0,0.001,0.0646,0.006,0.2371,0.003,0.059,0.006,0.2547,0.003,0.3846,0.002
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.002
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.001,0.2308,0.002,0.4398,0.002,0.1028,0.003,0.1858,0.002,0.041,0.005
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.001,NaN,NaN,0.0333,0.004,0.017,0.005,0.0554,0.003,0.8901,0.001
socioprofessionalCategoriesIntermediate,1.0,0.001,0.0824,0.002,0.2584,0.001,0.0952,0.002,0.4338,0.001,0.1302,0.002
socioprofessionalCategoriesSkilledNonManuals,1.0,0.001,0.0125,0.006,0.7842,0.001,0.2034,0.001,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.001,0.066,0.004,0.8171,0.001,0.1168,0.003,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.001,1.0,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.006,0.5169,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.001,0.34,0.002,0.2564,0.003,0.1032,0.004,0.0991,0.004,0.2013,0.003
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.0,0.4252,0.001,0.2937,0.001,0.0922,0.001,0.0837,0.001,0.1052,0.001
