attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,225434.0,0.009,0.2585,0.042,0.3266,0.035,0.094,0.074,0.1283,0.061,0.1926,0.048
sexMale,112131.0,0.025,0.208,0.071,0.3506,0.052,0.071,0.125,0.1739,0.076,0.1965,0.071
sexFemale,113303.0,0.025,0.3086,0.057,0.3028,0.056,0.1167,0.095,0.0832,0.112,0.1887,0.073
age25_44,87832.0,0.032,0.1638,0.096,0.2927,0.067,0.114,0.113,0.1348,0.1,0.2947,0.066
age45_64,89161.0,0.03,0.2488,0.074,0.3727,0.056,0.0819,0.128,0.146,0.094,0.1506,0.092
age65+,48441.0,0.044,0.4482,0.071,0.3032,0.087,0.0799,0.174,0.0841,0.167,0.0847,0.166
citizenSwiss,176075.0,0.015,0.2078,0.053,0.3741,0.037,0.0948,0.083,0.1391,0.066,0.1842,0.057
citizenUE28_AELE,36067.0,0.057,0.4249,0.093,0.1556,0.153,0.0843,0.212,0.0947,0.196,0.2405,0.119
citizenOtherEuropeanCountries,6664.0,0.155,0.5282,0.215,0.1814,0.368,0.1286,0.431,0.0743,0.56,0.0873,0.52
citizenOtherWorldwideCountries,6586.0,0.146,0.4265,0.227,0.143,0.387,0.0885,0.503,0.0788,0.519,0.2631,0.281
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,152480.0,0.018,0.2027,0.059,0.3941,0.039,0.0895,0.092,0.1405,0.071,0.1732,0.064
migratoryBackgroundSwissWith,22777.0,0.069,0.2367,0.149,0.2359,0.149,0.1337,0.201,0.1306,0.198,0.2632,0.139
migratoryBackgroundFirstGeneration,46425.0,0.05,0.4568,0.08,0.1412,0.144,0.0891,0.184,0.0882,0.181,0.2246,0.11
migratoryBackgroundSecondGenerationAndMore,2793.0,0.219,0.1497,0.586,0.4071,0.344,0.1228,0.654,0.1203,0.616,0.2001,0.472
migratoryBackgroundUnknown,960.0,0.353,0.374,0.585,0.4958,0.499,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,147181.0,0.019,0.1726,0.069,0.3414,0.044,0.0917,0.094,0.1571,0.069,0.2372,0.055
labourMarketUnemployedPersons,7323.0,0.135,0.3656,0.229,0.2506,0.272,0.0983,0.44,0.0855,0.461,0.1999,0.3
labourMarketPersonsWithoutProfessionalActivity,70930.0,0.036,0.4258,0.061,0.3037,0.072,0.0981,0.133,0.073,0.151,0.0993,0.131
socioprofessionalCategoriesExecutives,8325.0,0.118,0.0681,0.486,0.2245,0.253,0.0746,0.444,0.3134,0.214,0.3193,0.208
socioprofessionalCategoriesLiberalAndSimilar,2485.0,0.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.218
socioprofessionalCategoriesOtherSelfEmployed,11941.0,0.1,0.1974,0.233,0.4968,0.143,0.0842,0.353,0.1941,0.229,0.0276,0.653
socioprofessionalCategoriesIntellectualAndManagerial,26749.0,0.063,0.0075,0.792,0.0366,0.346,0.0147,0.56,0.0606,0.274,0.8807,0.068
socioprofessionalCategoriesIntermediate,38432.0,0.052,0.0847,0.202,0.2641,0.108,0.0859,0.189,0.4249,0.083,0.1404,0.153
socioprofessionalCategoriesSkilledNonManuals,28683.0,0.062,0.0094,0.689,0.7713,0.071,0.2193,0.141,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,10567.0,0.107,0.0929,0.366,0.7598,0.123,0.1472,0.287,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,16564.0,0.087,1.0,0.087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,511.0,0.539,NaN,NaN,0.5264,0.734,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2924.0,0.208,0.3598,0.35,0.3064,0.37,0.0999,0.689,0.0845,0.738,0.1495,0.537
socioprofessionalCategoriesUnemployedOrNotWorking,78253.0,0.034,0.4202,0.058,0.2988,0.069,0.0981,0.127,0.0742,0.143,0.1087,0.119
