attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,113442.0,0.013,0.1939,0.071,0.3971,0.043,0.082,0.114,0.16,0.077,0.167,0.077
sexMale,58334.0,0.035,0.1472,0.12,0.3772,0.069,0.0732,0.175,0.1991,0.099,0.2032,0.101
sexFemale,55108.0,0.037,0.2434,0.093,0.4181,0.067,0.0913,0.156,0.1186,0.135,0.1286,0.133
age25_44,41128.0,0.047,0.0988,0.186,0.3737,0.086,0.0931,0.185,0.1912,0.124,0.2431,0.112
age45_64,47458.0,0.041,0.1908,0.115,0.4162,0.073,0.0807,0.179,0.1657,0.121,0.1466,0.132
age65+,24856.0,0.064,0.3574,0.116,0.3992,0.108,0.066,0.278,0.0976,0.226,0.0799,0.252
citizenSwiss,90131.0,0.02,0.1727,0.084,0.4394,0.046,0.0766,0.13,0.177,0.082,0.1342,0.096
citizenUE28_AELE,16021.0,0.089,0.166,0.229,0.2391,0.19,0.1186,0.277,0.1158,0.278,0.3604,0.155
citizenOtherEuropeanCountries,5038.0,0.172,0.5278,0.238,0.2426,0.354,0.0709,0.65,0.0685,0.646,0.0901,0.594
citizenOtherWorldwideCountries,2253.0,0.26,0.4936,0.369,0.1704,0.617,NaN,NaN,NaN,NaN,0.2734,0.505
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,79491.0,0.024,0.1746,0.089,0.4492,0.05,0.0724,0.143,0.1805,0.087,0.1232,0.109
migratoryBackgroundSwissWith,10320.0,0.104,0.1574,0.272,0.3683,0.177,0.1047,0.335,0.1495,0.28,0.2202,0.229
migratoryBackgroundFirstGeneration,21881.0,0.076,0.2823,0.152,0.2144,0.174,0.1029,0.257,0.0893,0.272,0.3111,0.143
migratoryBackgroundSecondGenerationAndMore,1429.0,0.309,0.177,0.735,0.522,0.433,NaN,NaN,0.1728,0.733,NaN,NaN
migratoryBackgroundUnknown,320.0,0.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,76222.0,0.027,0.1264,0.113,0.4036,0.056,0.0765,0.146,0.1935,0.087,0.2,0.088
labourMarketUnemployedPersons,2500.0,0.231,0.12,0.685,0.4412,0.348,0.1484,0.619,0.1336,0.612,0.1568,0.587
labourMarketPersonsWithoutProfessionalActivity,34720.0,0.052,0.3476,0.099,0.3795,0.092,0.0892,0.203,0.0885,0.201,0.0952,0.198
socioprofessionalCategoriesExecutives,4874.0,0.156,0.0827,0.558,0.1832,0.371,0.0605,0.646,0.2212,0.331,0.4526,0.236
socioprofessionalCategoriesLiberalAndSimilar,1526.0,0.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.288
socioprofessionalCategoriesOtherSelfEmployed,7529.0,0.126,0.1274,0.366,0.5367,0.174,0.0752,0.468,0.2219,0.272,0.0389,0.686
socioprofessionalCategoriesIntellectualAndManagerial,9648.0,0.112,NaN,NaN,0.0536,0.482,0.018,0.865,0.1093,0.342,0.8115,0.126
socioprofessionalCategoriesIntermediate,22115.0,0.069,0.0326,0.411,0.2643,0.143,0.0982,0.239,0.4793,0.104,0.1256,0.219
socioprofessionalCategoriesSkilledNonManuals,14066.0,0.09,NaN,NaN,0.8642,0.097,0.131,0.268,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,6660.0,0.136,0.0541,0.615,0.8788,0.145,0.0671,0.538,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,5607.0,0.15,1.0,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,193.0,0.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,4002.0,0.18,0.3456,0.31,0.3393,0.306,0.0845,0.654,0.0772,0.645,0.1534,0.471
socioprofessionalCategoriesUnemployedOrNotWorking,37220.0,0.05,0.3323,0.098,0.3836,0.089,0.0932,0.192,0.0915,0.19,0.0994,0.187
