attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,27502,0.024,6127,0.126,11486,0.080,2061,0.234,4489,0.148,3338,0.178
sexMale,14081,0.070,1900,0.250,6045,0.127,790,0.401,3271,0.178,2075,0.235
sexFemale,13421,0.069,4227,0.156,5441,0.131,1271,0.293,1218,0.297,1263,0.290
age25_44,9567,0.093,986,0.356,3976,0.162,845,0.379,1979,0.233,1781,0.248
age45_64,11267,0.083,2484,0.217,5134,0.138,741,0.399,1858,0.240,1050,0.334
age65+,6668,0.115,2657,0.196,2377,0.207,475,0.480,652,0.419,507,0.481
citizenSwiss,23333,0.035,4482,0.148,10546,0.085,1548,0.265,4177,0.153,2581,0.200
citizenUE28_AELE,2990,0.202,1010,0.355,723,0.419,363,0.609,241,0.734,652,0.456
citizenOtherEuropeanCountries,709,0.453,439,0.580,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,470,0.513,196,0.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,21698,0.040,4146,0.155,9853,0.089,1394,0.280,3963,0.158,2341,0.211
migratoryBackgroundSwissWith,1521,0.267,309,0.608,605,0.430,154,0.862,214,0.729,240,0.681
migratoryBackgroundFirstGeneration,3913,0.175,1573,0.286,941,0.369,406,0.581,272,0.684,721,0.432
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,293,0.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,18022,0.053,2572,0.213,8009,0.105,1244,0.305,3620,0.167,2576,0.205
labourMarketUnemployedPersons,554,0.469,NaN,NaN,168,0.862,NaN,NaN,141,0.880,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,8926,0.096,3522,0.171,3309,0.174,671,0.410,728,0.399,695,0.411
socioprofessionalCategoriesExecutives,819,0.367,NaN,NaN,246,0.680,NaN,NaN,270,0.642,212,0.729
socioprofessionalCategoriesLiberalAndSimilar,303,0.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,303,0.649
socioprofessionalCategoriesOtherSelfEmployed,1689,0.256,192,0.787,808,0.375,NaN,NaN,626,0.428,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,2085,0.226,NaN,NaN,147,0.863,NaN,NaN,273,0.641,1635,0.258
socioprofessionalCategoriesIntermediate,4840,0.142,332,0.611,1439,0.279,320,0.581,2451,0.206,297,0.643
socioprofessionalCategoriesSkilledNonManuals,3842,0.164,NaN,NaN,3420,0.174,422,0.535,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2079,0.236,NaN,NaN,1730,0.259,349,0.612,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1599,0.276,1599,0.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,767,0.390,420,0.533,221,0.729,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,9480,0.092,3554,0.170,3477,0.170,818,0.377,869,0.362,762,0.392
