attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,256066,0.005,59949,0.029,96572,0.021,24941,0.048,30057,0.043,44546,0.034
sexMale,126145,0.017,22612,0.052,52367,0.031,9798,0.081,18599,0.055,22770,0.050
sexFemale,129921,0.016,37338,0.038,44206,0.034,15143,0.062,11458,0.071,21777,0.051
age25_44,90669,0.023,13580,0.071,32345,0.043,9445,0.084,11188,0.074,24111,0.050
age45_64,98258,0.020,23727,0.049,40235,0.036,8719,0.082,12411,0.067,13166,0.065
age65+,67139,0.026,22642,0.049,23993,0.047,6777,0.093,6458,0.095,7269,0.089
citizenSwiss,199349,0.010,36367,0.038,84906,0.022,18239,0.056,26081,0.046,33756,0.040
citizenUE28_AELE,45522,0.035,18680,0.058,9802,0.082,5443,0.111,3369,0.139,8228,0.088
citizenOtherEuropeanCountries,6082,0.113,2392,0.184,1177,0.262,667,0.339,342,0.479,1504,0.220
citizenOtherWorldwideCountries,5093,0.116,2490,0.168,688,0.325,593,0.339,265,0.514,1058,0.249
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,168387,0.012,28218,0.044,75245,0.024,14635,0.063,22850,0.049,27440,0.045
migratoryBackgroundSwissWith,30051,0.043,7982,0.087,9170,0.081,3604,0.129,3099,0.138,6197,0.097
migratoryBackgroundFirstGeneration,52799,0.033,22894,0.053,9583,0.084,6408,0.103,3570,0.137,10343,0.079
migratoryBackgroundSecondGenerationAndMore,3764,0.134,607,0.355,2044,0.180,277,0.494,388,0.408,447,0.391
migratoryBackgroundUnknown,1064,0.243,249,0.514,530,0.343,NaN,NaN,150,0.635,119,0.719
labourMarketEmployedPersons,150955,0.014,25653,0.048,58474,0.029,13341,0.068,21208,0.052,32279,0.041
labourMarketUnemployedPersons,9008,0.087,2870,0.158,3033,0.149,1016,0.263,635,0.324,1454,0.215
labourMarketPersonsWithoutProfessionalActivity,96103,0.021,31427,0.042,35065,0.039,10583,0.075,8214,0.085,10814,0.075
socioprofessionalCategoriesExecutives,3742,0.125,336,0.454,729,0.284,198,0.551,1094,0.231,1386,0.205
socioprofessionalCategoriesLiberalAndSimilar,3811,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3811,0.126
socioprofessionalCategoriesOtherSelfEmployed,16162,0.060,2317,0.164,7883,0.087,1719,0.192,3252,0.137,992,0.253
socioprofessionalCategoriesIntellectualAndManagerial,23781,0.049,415,0.390,1636,0.192,683,0.298,2017,0.173,19029,0.055
socioprofessionalCategoriesIntermediate,38697,0.037,3296,0.140,9418,0.080,4499,0.117,14723,0.063,6761,0.097
socioprofessionalCategoriesSkilledNonManuals,31144,0.042,709,0.298,25606,0.047,4829,0.114,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,14819,0.064,1548,0.202,12123,0.071,1148,0.245,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,16067,0.062,16067,0.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,274,0.511,NaN,NaN,174,0.638,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2457,0.159,929,0.264,905,0.259,224,0.531,99,0.777,300,0.451
socioprofessionalCategoriesUnemployedOrNotWorking,105111,0.019,34297,0.040,38098,0.037,11599,0.072,8849,0.082,12268,0.070
