attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,489292,0.006,88545,0.036,199232,0.020,45034,0.052,80211,0.037,76270,0.038
sexMale,243896,0.018,33643,0.063,97887,0.033,17597,0.087,51542,0.048,43227,0.053
sexFemale,245396,0.017,54902,0.046,101345,0.032,27437,0.066,28669,0.064,33043,0.060
age25_44,182839,0.023,23169,0.079,67992,0.042,19415,0.084,31559,0.063,40705,0.056
age45_64,195091,0.020,32871,0.061,82271,0.036,16591,0.085,35511,0.057,27847,0.065
age65+,111362,0.029,32506,0.060,48969,0.047,9028,0.115,13141,0.094,7718,0.125
citizenSwiss,369205,0.010,48918,0.048,167217,0.023,30967,0.062,68755,0.040,53348,0.046
citizenUE28_AELE,76270,0.040,18073,0.086,21522,0.078,9503,0.121,9310,0.120,17862,0.086
citizenOtherEuropeanCountries,31556,0.068,15625,0.097,8874,0.134,3601,0.208,1574,0.311,1882,0.282
citizenOtherWorldwideCountries,12123,0.112,5792,0.164,1620,0.308,963,0.396,572,0.522,3177,0.218
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,301347,0.013,36077,0.056,143530,0.025,23059,0.072,57816,0.044,40865,0.053
migratoryBackgroundSwissWith,65566,0.041,12274,0.099,22694,0.073,7805,0.125,10547,0.107,12246,0.099
migratoryBackgroundFirstGeneration,107908,0.033,37758,0.060,25393,0.074,13050,0.104,9879,0.118,21828,0.079
migratoryBackgroundSecondGenerationAndMore,12014,0.108,1779,0.288,6581,0.145,1017,0.382,1577,0.300,1060,0.361
migratoryBackgroundUnknown,2457,0.227,657,0.448,1034,0.348,NaN,NaN,393,0.558,271,0.683
labourMarketEmployedPersons,323127,0.013,38269,0.058,129567,0.028,28741,0.066,63346,0.042,63204,0.043
labourMarketUnemployedPersons,12679,0.103,2916,0.222,4915,0.166,1384,0.315,1151,0.337,2313,0.240
labourMarketPersonsWithoutProfessionalActivity,153486,0.024,47360,0.050,64750,0.041,14909,0.091,15714,0.087,10753,0.107
socioprofessionalCategoriesExecutives,14221,0.093,1221,0.339,3246,0.196,725,0.437,3935,0.177,5094,0.157
socioprofessionalCategoriesLiberalAndSimilar,4372,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4372,0.169
socioprofessionalCategoriesOtherSelfEmployed,22882,0.073,2302,0.239,11096,0.106,2116,0.244,6358,0.140,1009,0.361
socioprofessionalCategoriesIntellectualAndManagerial,44956,0.051,244,0.732,2206,0.240,698,0.448,3441,0.191,38367,0.056
socioprofessionalCategoriesIntermediate,97201,0.033,4477,0.174,24979,0.071,7526,0.130,47563,0.050,12656,0.101
socioprofessionalCategoriesSkilledNonManuals,72241,0.039,556,0.469,59548,0.044,12137,0.103,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,26864,0.069,892,0.387,22591,0.076,3382,0.206,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,22661,0.076,22661,0.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,579,0.523,NaN,NaN,317,0.689,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,17151,0.088,5819,0.155,5585,0.152,2077,0.255,2048,0.252,1623,0.294
socioprofessionalCategoriesUnemployedOrNotWorking,166165,0.023,50276,0.049,69665,0.039,16293,0.087,16865,0.084,13066,0.098
