attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,330167,0.005,84154,0.025,62795,0.029,35283,0.041,33701,0.042,114234,0.021
sexMale,156764,0.016,36491,0.042,32018,0.043,14105,0.069,17915,0.059,56234,0.033
sexFemale,173403,0.014,47662,0.035,30777,0.043,21179,0.054,15786,0.062,57999,0.031
age25_44,132521,0.019,25973,0.052,19303,0.059,14792,0.069,10533,0.081,61919,0.031
age45_64,122207,0.019,33354,0.043,25590,0.048,12737,0.070,13839,0.067,36686,0.040
age65+,75439,0.025,24826,0.048,17901,0.056,7754,0.087,9329,0.079,15628,0.061
citizenSwiss,203752,0.012,36922,0.039,49522,0.033,24582,0.049,25644,0.048,67082,0.028
citizenUE28_AELE,90654,0.025,32961,0.044,10590,0.080,7274,0.098,6180,0.106,33649,0.045
citizenOtherEuropeanCountries,9394,0.087,4459,0.128,673,0.336,886,0.281,377,0.440,3000,0.156
citizenOtherWorldwideCountries,26321,0.053,9767,0.089,2009,0.197,2542,0.177,1500,0.229,10503,0.086
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,114143,0.019,17295,0.058,33102,0.041,13168,0.068,15950,0.061,34628,0.041
migratoryBackgroundSwissWith,88613,0.023,19310,0.055,16197,0.061,11311,0.074,9514,0.080,32281,0.042
migratoryBackgroundFirstGeneration,119085,0.021,45877,0.037,10883,0.080,9731,0.086,7208,0.099,45385,0.038
migratoryBackgroundSecondGenerationAndMore,7103,0.100,1239,0.244,2389,0.171,920,0.282,827,0.291,1728,0.206
migratoryBackgroundUnknown,1224,0.233,433,0.386,224,0.530,153,0.686,203,0.577,211,0.577
labourMarketEmployedPersons,197763,0.013,39123,0.040,35584,0.041,19305,0.058,20246,0.056,83506,0.026
labourMarketUnemployedPersons,21317,0.057,6484,0.106,3459,0.141,2733,0.160,1846,0.195,6794,0.103
labourMarketPersonsWithoutProfessionalActivity,111087,0.020,38547,0.038,23752,0.049,13245,0.068,11610,0.071,23934,0.050
socioprofessionalCategoriesExecutives,11141,0.076,1067,0.251,1245,0.228,621,0.325,1200,0.231,7008,0.096
socioprofessionalCategoriesLiberalAndSimilar,7464,0.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7464,0.093
socioprofessionalCategoriesOtherSelfEmployed,13399,0.069,3226,0.146,3750,0.131,1668,0.200,2602,0.157,2153,0.178
socioprofessionalCategoriesIntellectualAndManagerial,51170,0.034,789,0.297,1189,0.233,905,0.277,1117,0.245,47169,0.036
socioprofessionalCategoriesIntermediate,44751,0.037,4519,0.123,5664,0.107,3838,0.133,14517,0.066,16214,0.065
socioprofessionalCategoriesSkilledNonManuals,27503,0.047,571,0.345,17165,0.061,9768,0.082,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,7153,0.097,870,0.283,4778,0.119,1505,0.217,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,24360,0.052,24360,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,811,0.312,384,0.452,NaN,NaN,150,0.724,NaN,NaN,175,0.683
socioprofessionalCategoriesNotAttributable,10011,0.082,3338,0.145,1708,0.197,851,0.283,792,0.292,3322,0.146
socioprofessionalCategoriesUnemployedOrNotWorking,132404,0.018,45031,0.036,27211,0.046,15978,0.062,13456,0.067,30728,0.045
