attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,222381.0,0.009,57155.0,0.042,74210.0,0.034,21828.0,0.072,28496.0,0.061,40693.0,0.051
sexMale,0.4972,0.026,0.3951,0.074,0.5315,0.052,0.396,0.12,0.6636,0.077,0.5155,0.074
sexFemale,0.5028,0.025,0.6049,0.056,0.4685,0.054,0.604,0.092,0.3364,0.109,0.4845,0.075
age25_44,0.3921,0.032,0.27,0.094,0.3512,0.066,0.4606,0.111,0.3796,0.104,0.61,0.068
age45_64,0.3963,0.03,0.3782,0.075,0.4607,0.055,0.3491,0.124,0.453,0.094,0.29,0.099
age65+,0.2116,0.045,0.3518,0.074,0.1881,0.088,0.1903,0.167,0.1674,0.153,0.1,0.167
citizenSwiss,0.7826,0.015,0.6312,0.053,0.8861,0.037,0.8123,0.079,0.869,0.066,0.73,0.059
citizenUE28_AELE,0.1614,0.059,0.261,0.096,0.0879,0.145,0.1203,0.228,0.1142,0.201,0.2107,0.124
citizenOtherEuropeanCountries,0.0274,0.164,0.0592,0.223,0.0151,0.382,0.0284,0.5,0.0091,0.795,0.0174,0.483
citizenOtherWorldwideCountries,0.0284,0.146,0.0479,0.226,0.0109,0.414,0.0391,0.406,0.0077,0.791,0.0419,0.278
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.686,0.018,0.5391,0.058,0.8096,0.039,0.6732,0.087,0.7886,0.069,0.6021,0.066
migratoryBackgroundSwissWith,0.0923,0.073,0.0876,0.153,0.0725,0.147,0.131,0.203,0.0772,0.23,0.1246,0.151
migratoryBackgroundFirstGeneration,0.2067,0.051,0.3612,0.082,0.1016,0.137,0.1792,0.189,0.109,0.209,0.2646,0.11
migratoryBackgroundSecondGenerationAndMore,0.0101,0.246,0.0053,0.685,0.0123,0.39,0.0086,0.868,0.022,0.456,0.0054,0.797
migratoryBackgroundUnknown,0.0049,0.343,0.0068,0.59,0.004,0.644,0.0081,0.867,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6614,0.019,0.4511,0.069,0.6929,0.044,0.6667,0.089,0.7787,0.071,0.8143,0.057
labourMarketUnemployedPersons,0.0317,0.138,0.0399,0.247,0.0262,0.259,0.038,0.415,0.0166,0.517,0.0375,0.3
labourMarketPersonsWithoutProfessionalActivity,0.3069,0.036,0.5091,0.062,0.2809,0.072,0.2954,0.136,0.2047,0.14,0.1482,0.142
socioprofessionalCategoriesExecutives,0.0292,0.135,0.0112,0.458,0.02,0.284,0.0199,0.52,0.0537,0.278,0.0593,0.221
socioprofessionalCategoriesLiberalAndSimilar,0.0105,0.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0572,0.226
socioprofessionalCategoriesOtherSelfEmployed,0.058,0.096,0.0375,0.246,0.0789,0.144,0.0627,0.296,0.1012,0.205,0.0157,0.459
socioprofessionalCategoriesIntellectualAndManagerial,0.1096,0.067,0.0027,0.864,0.0125,0.358,0.0226,0.501,0.0454,0.301,0.5285,0.072
socioprofessionalCategoriesIntermediate,0.1775,0.052,0.0613,0.194,0.138,0.108,0.1995,0.163,0.5605,0.085,0.1324,0.153
socioprofessionalCategoriesSkilledNonManuals,0.1286,0.061,0.0037,0.73,0.2989,0.07,0.2841,0.138,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0522,0.104,0.0147,0.395,0.1273,0.115,0.0607,0.324,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0749,0.088,0.2914,0.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0012,0.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0197,0.17,0.0272,0.289,0.0153,0.337,0.017,0.585,0.0179,0.483,0.0201,0.4
socioprofessionalCategoriesUnemployedOrNotWorking,0.3386,0.034,0.5489,0.059,0.3071,0.069,0.3333,0.129,0.2213,0.135,0.1857,0.128
